experiment,func,dim,elimination_rate,evolution_points,rep,fopt
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",24,381.4063707216505
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",25,379.39888754573684
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",26,403.5209589833516
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",27,395.47389943014446
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",28,395.47504254954265
4,Rastrigin,10,0.4,"(0.25, 0.5, 0.75)",29,385.4292116554338
4,Rastrigin,10,0.5,"(0.5,)",0,379.400112619097
4,Rastrigin,10,0.5,"(0.5,)",1,377.3924896406652
4,Rastrigin,10,0.5,"(0.5,)",2,387.43698352555674
4,Rastrigin,10,0.5,"(0.5,)",3,371.35817988343115
4,Rastrigin,10,0.5,"(0.5,)",4,395.47355651726906
4,Rastrigin,10,0.5,"(0.5,)",5,395.4802707420595
4,Rastrigin,10,0.5,"(0.5,)",6,385.4262531164391
4,Rastrigin,10,0.5,"(0.5,)",7,377.38822233402243
4,Rastrigin,10,0.5,"(0.5,)",8,363.3190796204341
4,Rastrigin,10,0.5,"(0.5,)",9,379.39261214269646
4,Rastrigin,10,0.5,"(0.5,)",10,395.4774876598993
4,Rastrigin,10,0.5,"(0.5,)",11,395.48037047031175
4,Rastrigin,10,0.5,"(0.5,)",12,371.36198997070477
4,Rastrigin,10,0.5,"(0.5,)",13,375.37456573535616
4,Rastrigin,10,0.5,"(0.5,)",14,377.38845417828253
4,Rastrigin,10,0.5,"(0.5,)",15,395.4764059303638
4,Rastrigin,10,0.5,"(0.5,)",16,387.4432272355193
4,Rastrigin,10,0.5,"(0.5,)",17,375.38071428534727
4,Rastrigin,10,0.5,"(0.5,)",18,387.4367713117881
4,Rastrigin,10,0.5,"(0.5,)",19,377.38681638011855
4,Rastrigin,10,0.5,"(0.5,)",20,385.42723690708885
4,Rastrigin,10,0.5,"(0.5,)",21,371.3579045829364
4,Rastrigin,10,0.5,"(0.5,)",22,359.30006521514593
4,Rastrigin,10,0.5,"(0.5,)",23,381.4091851052283
4,Rastrigin,10,0.5,"(0.5,)",24,385.42724925952996
4,Rastrigin,10,0.5,"(0.5,)",25,389.4466572679954
4,Rastrigin,10,0.5,"(0.5,)",26,371.358958000924
4,Rastrigin,10,0.5,"(0.5,)",27,369.35391435116674
4,Rastrigin,10,0.5,"(0.5,)",28,381.40830561467556
4,Rastrigin,10,0.5,"(0.5,)",29,329.14471870955254
4,Rastrigin,10,0.5,"(0.5, 0.75)",0,381.4091873084071
4,Rastrigin,10,0.5,"(0.5, 0.75)",1,359.301709908898
4,Rastrigin,10,0.5,"(0.5, 0.75)",2,367.34240784046483
4,Rastrigin,10,0.5,"(0.5, 0.75)",3,371.35687172584767
4,Rastrigin,10,0.5,"(0.5, 0.75)",4,351.2626017082002
4,Rastrigin,10,0.5,"(0.5, 0.75)",5,389.44344114686083
4,Rastrigin,10,0.5,"(0.5, 0.75)",6,395.47653041046175
4,Rastrigin,10,0.5,"(0.5, 0.75)",7,371.35605512837384
4,Rastrigin,10,0.5,"(0.5, 0.75)",8,363.31836094065756
4,Rastrigin,10,0.5,"(0.5, 0.75)",9,385.43028829635546
4,Rastrigin,10,0.5,"(0.5, 0.75)",10,389.4553052258322
4,Rastrigin,10,0.5,"(0.5, 0.75)",11,403.5220492125047
4,Rastrigin,10,0.5,"(0.5, 0.75)",12,389.4452328418632
4,Rastrigin,10,0.5,"(0.5, 0.75)",13,395.47531468803464
4,Rastrigin,10,0.5,"(0.5, 0.75)",14,389.444842910228
4,Rastrigin,10,0.5,"(0.5, 0.75)",15,377.38908344457946
4,Rastrigin,10,0.5,"(0.5, 0.75)",16,377.3944325214393
4,Rastrigin,10,0.5,"(0.5, 0.75)",17,367.3374268953115
4,Rastrigin,10,0.5,"(0.5, 0.75)",18,359.2978430534754
4,Rastrigin,10,0.5,"(0.5, 0.75)",19,367.3390726797025
4,Rastrigin,10,0.5,"(0.5, 0.75)",20,371.3629424180086
4,Rastrigin,10,0.5,"(0.5, 0.75)",21,359.29913245440457
4,Rastrigin,10,0.5,"(0.5, 0.75)",22,367.34110048385566
4,Rastrigin,10,0.5,"(0.5, 0.75)",23,385.4278618436285
4,Rastrigin,10,0.5,"(0.5, 0.75)",24,387.4399678067068
4,Rastrigin,10,0.5,"(0.5, 0.75)",25,387.4438928432983
4,Rastrigin,10,0.5,"(0.5, 0.75)",26,363.32714375951275
4,Rastrigin,10,0.5,"(0.5, 0.75)",27,359.29390138326175
4,Rastrigin,10,0.5,"(0.5, 0.75)",28,375.37661893808144
4,Rastrigin,10,0.5,"(0.5, 0.75)",29,381.4064610445768
4,Rastrigin,10,0.5,"(0.33, 0.66)",0,389.4456718723612
4,Rastrigin,10,0.5,"(0.33, 0.66)",1,363.3208652992147
4,Rastrigin,10,0.5,"(0.33, 0.66)",2,363.3242972553587
4,Rastrigin,10,0.5,"(0.33, 0.66)",3,367.3357608626097
4,Rastrigin,10,0.5,"(0.33, 0.66)",4,395.4788586080541
4,Rastrigin,10,0.5,"(0.33, 0.66)",5,395.47505894184457
4,Rastrigin,10,0.5,"(0.33, 0.66)",6,353.26858446638835
4,Rastrigin,10,0.5,"(0.33, 0.66)",7,373.3651929013189
4,Rastrigin,10,0.5,"(0.33, 0.66)",8,381.4105645354446
4,Rastrigin,10,0.5,"(0.33, 0.66)",9,381.4057595363082
4,Rastrigin,10,0.5,"(0.33, 0.66)",10,359.2948750459729
4,Rastrigin,10,0.5,"(0.33, 0.66)",11,367.34153642713494
4,Rastrigin,10,0.5,"(0.33, 0.66)",12,385.42384052567843
4,Rastrigin,10,0.5,"(0.33, 0.66)",13,395.4827257895952
4,Rastrigin,10,0.5,"(0.33, 0.66)",14,395.47882978851015
4,Rastrigin,10,0.5,"(0.33, 0.66)",15,373.3707675012903
4,Rastrigin,10,0.5,"(0.33, 0.66)",16,395.4805688588715
4,Rastrigin,10,0.5,"(0.33, 0.66)",17,395.4778929278339
4,Rastrigin,10,0.5,"(0.33, 0.66)",18,395.4840335589116
4,Rastrigin,10,0.5,"(0.33, 0.66)",19,385.42817706840964
4,Rastrigin,10,0.5,"(0.33, 0.66)",20,369.35257758019145
4,Rastrigin,10,0.5,"(0.33, 0.66)",21,395.4754691957411
4,Rastrigin,10,0.5,"(0.33, 0.66)",22,377.38313295821894
4,Rastrigin,10,0.5,"(0.33, 0.66)",23,367.3337805377644
4,Rastrigin,10,0.5,"(0.33, 0.66)",24,373.36817983564225
4,Rastrigin,10,0.5,"(0.33, 0.66)",25,367.3401011127933
4,Rastrigin,10,0.5,"(0.33, 0.66)",26,389.4515571335747
4,Rastrigin,10,0.5,"(0.33, 0.66)",27,395.4745718967153
4,Rastrigin,10,0.5,"(0.33, 0.66)",28,373.36871324601424
4,Rastrigin,10,0.5,"(0.33, 0.66)",29,389.4467863311012
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",0,385.4247206305062
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",1,367.34361536540524
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",2,387.4474363467637
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",3,377.3874528201107
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",4,377.3931486719289
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",5,377.38886447873773
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",6,381.406893072831
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",7,385.4235241234759
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",8,383.412663921672
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",9,377.3881058098031
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",10,389.443550876603
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",11,381.40693947336683
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",12,377.3889396507239
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",13,363.31560057118344
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",14,375.38258775106794
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",15,369.3456926915445
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",16,367.33529219662967
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",17,381.4048736435835
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",18,367.3432459992613
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",19,403.51037839618033
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",20,355.2812007092408
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",21,377.38765488662216
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",22,367.3305266062149
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",23,385.432298512702
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",24,385.42372096169544
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",25,373.36730882042116
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",26,385.4301660216638
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",27,381.4048872982456
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",28,375.3831237859312
4,Rastrigin,10,0.5,"(0.25, 0.5, 0.75)",29,389.44770394958994
4,Ackley,10,0.1,"(0.5,)",0,22.132768736518184
4,Ackley,10,0.1,"(0.5,)",1,22.131008899733818
4,Ackley,10,0.1,"(0.5,)",2,22.112307331332833
4,Ackley,10,0.1,"(0.5,)",3,22.092360661763973
4,Ackley,10,0.1,"(0.5,)",4,22.10482075301864
4,Ackley,10,0.1,"(0.5,)",5,22.11656426382474
4,Ackley,10,0.1,"(0.5,)",6,22.146385843822898
4,Ackley,10,0.1,"(0.5,)",7,22.1164781627792
4,Ackley,10,0.1,"(0.5,)",8,22.11958361455119
4,Ackley,10,0.1,"(0.5,)",9,22.168013396440784
4,Ackley,10,0.1,"(0.5,)",10,22.220048787582865
4,Ackley,10,0.1,"(0.5,)",11,22.158986124233444
4,Ackley,10,0.1,"(0.5,)",12,22.11089396282248
4,Ackley,10,0.1,"(0.5,)",13,22.153003635040886
4,Ackley,10,0.1,"(0.5,)",14,22.143396051658783
4,Ackley,10,0.1,"(0.5,)",15,22.07358064075462
4,Ackley,10,0.1,"(0.5,)",16,22.054160987311025
4,Ackley,10,0.1,"(0.5,)",17,22.1485056878303
4,Ackley,10,0.1,"(0.5,)",18,22.186012984618884
4,Ackley,10,0.1,"(0.5,)",19,22.121117439796507
4,Ackley,10,0.1,"(0.5,)",20,22.189003192645938
4,Ackley,10,0.1,"(0.5,)",21,22.158550813157742
4,Ackley,10,0.1,"(0.5,)",22,22.126054282567036
4,Ackley,10,0.1,"(0.5,)",23,22.14557554341149
4,Ackley,10,0.1,"(0.5,)",24,22.175615072986684
4,Ackley,10,0.1,"(0.5,)",25,22.144056049013503
4,Ackley,10,0.1,"(0.5,)",26,22.161891685823072
4,Ackley,10,0.1,"(0.5,)",27,22.14144963841635
4,Ackley,10,0.1,"(0.5,)",28,22.088319811762442
4,Ackley,10,0.1,"(0.5,)",29,22.112566487647033
4,Ackley,10,0.1,"(0.5, 0.75)",0,22.18831321416785
4,Ackley,10,0.1,"(0.5, 0.75)",1,22.06516097283401
4,Ackley,10,0.1,"(0.5, 0.75)",2,22.081425621637337
4,Ackley,10,0.1,"(0.5, 0.75)",3,22.144588330241177
4,Ackley,10,0.1,"(0.5, 0.75)",4,22.14091547345039
4,Ackley,10,0.1,"(0.5, 0.75)",5,22.159493328223693
4,Ackley,10,0.1,"(0.5, 0.75)",6,22.11538865229897
4,Ackley,10,0.1,"(0.5, 0.75)",7,22.14045644554847
4,Ackley,10,0.1,"(0.5, 0.75)",8,22.160271331275677
4,Ackley,10,0.1,"(0.5, 0.75)",9,22.194130558827833
4,Ackley,10,0.1,"(0.5, 0.75)",10,22.1426446801271
4,Ackley,10,0.1,"(0.5, 0.75)",11,22.165447624394847
4,Ackley,10,0.1,"(0.5, 0.75)",12,22.15776444615509
4,Ackley,10,0.1,"(0.5, 0.75)",13,22.195845352041008
4,Ackley,10,0.1,"(0.5, 0.75)",14,22.114999841207553
4,Ackley,10,0.1,"(0.5, 0.75)",15,22.165889148997096
4,Ackley,10,0.1,"(0.5, 0.75)",16,22.158786244281274
4,Ackley,10,0.1,"(0.5, 0.75)",17,22.1518198966261
4,Ackley,10,0.1,"(0.5, 0.75)",18,22.24260787147854
4,Ackley,10,0.1,"(0.5, 0.75)",19,22.18712773937777
4,Ackley,10,0.1,"(0.5, 0.75)",20,22.13127517188829
4,Ackley,10,0.1,"(0.5, 0.75)",21,22.136671972809843
4,Ackley,10,0.1,"(0.5, 0.75)",22,22.089532142932836
4,Ackley,10,0.1,"(0.5, 0.75)",23,22.16372633893242
4,Ackley,10,0.1,"(0.5, 0.75)",24,22.11222719113281
4,Ackley,10,0.1,"(0.5, 0.75)",25,22.178483506761346
4,Ackley,10,0.1,"(0.5, 0.75)",26,22.1335566760827
4,Ackley,10,0.1,"(0.5, 0.75)",27,22.19281293473155
4,Ackley,10,0.1,"(0.5, 0.75)",28,22.17523119372158
4,Ackley,10,0.1,"(0.5, 0.75)",29,22.167089893115467
4,Ackley,10,0.1,"(0.33, 0.66)",0,22.107323520383787
4,Ackley,10,0.1,"(0.33, 0.66)",1,22.129281478944083
4,Ackley,10,0.1,"(0.33, 0.66)",2,22.1751456163511
4,Ackley,10,0.1,"(0.33, 0.66)",3,22.183200343751665
4,Ackley,10,0.1,"(0.33, 0.66)",4,22.13691275615671
4,Ackley,10,0.1,"(0.33, 0.66)",5,22.09838254488578
4,Ackley,10,0.1,"(0.33, 0.66)",6,22.177934274681718
4,Ackley,10,0.1,"(0.33, 0.66)",7,22.238060721156007
4,Ackley,10,0.1,"(0.33, 0.66)",8,22.116314556264832
4,Ackley,10,0.1,"(0.33, 0.66)",9,22.14343107476026
4,Ackley,10,0.1,"(0.33, 0.66)",10,22.128305064526113
4,Ackley,10,0.1,"(0.33, 0.66)",11,22.18812897649324
4,Ackley,10,0.1,"(0.33, 0.66)",12,22.13417117102608
4,Ackley,10,0.1,"(0.33, 0.66)",13,22.095749442260352
4,Ackley,10,0.1,"(0.33, 0.66)",14,22.059089722396656
4,Ackley,10,0.1,"(0.33, 0.66)",15,22.08402483602803
4,Ackley,10,0.1,"(0.33, 0.66)",16,22.19064892288561
4,Ackley,10,0.1,"(0.33, 0.66)",17,22.098664284433312
4,Ackley,10,0.1,"(0.33, 0.66)",18,22.11279854494297
4,Ackley,10,0.1,"(0.33, 0.66)",19,22.196630336407463
4,Ackley,10,0.1,"(0.33, 0.66)",20,22.174371943377526
4,Ackley,10,0.1,"(0.33, 0.66)",21,22.14251187322248
4,Ackley,10,0.1,"(0.33, 0.66)",22,22.078029892186464
4,Ackley,10,0.1,"(0.33, 0.66)",23,22.158333104506056
4,Ackley,10,0.1,"(0.33, 0.66)",24,22.18874536660048
4,Ackley,10,0.1,"(0.33, 0.66)",25,22.17312003799183
4,Ackley,10,0.1,"(0.33, 0.66)",26,22.140927335426497
4,Ackley,10,0.1,"(0.33, 0.66)",27,22.165926535954153
4,Ackley,10,0.1,"(0.33, 0.66)",28,22.115025366729498
4,Ackley,10,0.1,"(0.33, 0.66)",29,22.15412265089423
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",0,22.077001870358757
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",1,22.14350144037969
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",2,22.159892291681995
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",3,22.10493911255171
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",4,22.11710008990729
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",5,22.09614028366569
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",6,22.104923777206455
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",7,22.110627301876896
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",8,22.184674013054988
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",9,22.140675315030556
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",10,22.12795819692186
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",11,22.11542031854086
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",12,22.07813269751491
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",13,22.111038829871617
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",14,22.137049254874
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",15,22.138139934587187
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",16,22.10092673260402
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",17,22.191496979840732
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",18,22.098516350002523
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",19,22.106131272348716
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",20,22.1559078988073
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",21,22.16001346711716
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",22,22.117620794535217
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",23,22.155384761474597
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",24,22.13974971941811
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",25,22.11851518154222
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",26,22.136584801126997
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",27,22.17700847558486
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",28,22.157483755648418
4,Ackley,10,0.1,"(0.25, 0.5, 0.75)",29,22.13894556920063
4,Ackley,10,0.25,"(0.5,)",0,22.10911621969357
4,Ackley,10,0.25,"(0.5,)",1,22.125378008618387
4,Ackley,10,0.25,"(0.5,)",2,22.138274124872993
4,Ackley,10,0.25,"(0.5,)",3,22.118067657871716
4,Ackley,10,0.25,"(0.5,)",4,22.145239750357813
4,Ackley,10,0.25,"(0.5,)",5,22.23502608262759
4,Ackley,10,0.25,"(0.5,)",6,22.102343747540914
4,Ackley,10,0.25,"(0.5,)",7,22.15554030804771
4,Ackley,10,0.25,"(0.5,)",8,22.075214115336966
4,Ackley,10,0.25,"(0.5,)",9,22.129614656843906
4,Ackley,10,0.25,"(0.5,)",10,22.110973082930837
4,Ackley,10,0.25,"(0.5,)",11,22.1425176030379
4,Ackley,10,0.25,"(0.5,)",12,22.15141122550418
4,Ackley,10,0.25,"(0.5,)",13,22.126706136183323
4,Ackley,10,0.25,"(0.5,)",14,22.181802031197694
4,Ackley,10,0.25,"(0.5,)",15,22.178813330433215
4,Ackley,10,0.25,"(0.5,)",16,22.10367137686688
4,Ackley,10,0.25,"(0.5,)",17,22.19335052173391
4,Ackley,10,0.25,"(0.5,)",18,22.15746385531949
4,Ackley,10,0.25,"(0.5,)",19,22.197178565765018
4,Ackley,10,0.25,"(0.5,)",20,22.14483308880829
4,Ackley,10,0.25,"(0.5,)",21,22.13067457030026
4,Ackley,10,0.25,"(0.5,)",22,22.09433371026203
4,Ackley,10,0.25,"(0.5,)",23,22.22050253489082
4,Ackley,10,0.25,"(0.5,)",24,22.15300780101147
4,Ackley,10,0.25,"(0.5,)",25,22.124071304783218
4,Ackley,10,0.25,"(0.5,)",26,22.149288613360003
4,Ackley,10,0.25,"(0.5,)",27,22.19176325409934
4,Ackley,10,0.25,"(0.5,)",28,22.11157740321429
4,Ackley,10,0.25,"(0.5,)",29,22.123341122795246
4,Ackley,10,0.25,"(0.5, 0.75)",0,22.129064802834822
4,Ackley,10,0.25,"(0.5, 0.75)",1,22.164658480708635
4,Ackley,10,0.25,"(0.5, 0.75)",2,22.002202755976345
4,Ackley,10,0.25,"(0.5, 0.75)",3,22.164855190563596
4,Ackley,10,0.25,"(0.5, 0.75)",4,22.116949162579616
4,Ackley,10,0.25,"(0.5, 0.75)",5,22.092481157821403
4,Ackley,10,0.25,"(0.5, 0.75)",6,22.16832808390668
4,Ackley,10,0.25,"(0.5, 0.75)",7,22.123394912963438
4,Ackley,10,0.25,"(0.5, 0.75)",8,22.114113403997244
4,Ackley,10,0.25,"(0.5, 0.75)",9,22.120396367418827
4,Ackley,10,0.25,"(0.5, 0.75)",10,22.14394924986893
4,Ackley,10,0.25,"(0.5, 0.75)",11,22.16597100043591
4,Ackley,10,0.25,"(0.5, 0.75)",12,22.085004304112967
4,Ackley,10,0.25,"(0.5, 0.75)",13,22.111222412922228
4,Ackley,10,0.25,"(0.5, 0.75)",14,22.18032949627536
4,Ackley,10,0.25,"(0.5, 0.75)",15,22.21479528984685
4,Ackley,10,0.25,"(0.5, 0.75)",16,22.09613257168487
4,Ackley,10,0.25,"(0.5, 0.75)",17,22.171621194194895
4,Ackley,10,0.25,"(0.5, 0.75)",18,22.149973345278603
4,Ackley,10,0.25,"(0.5, 0.75)",19,22.14287194574591
4,Ackley,10,0.25,"(0.5, 0.75)",20,22.15684437693595
4,Ackley,10,0.25,"(0.5, 0.75)",21,22.18917330007698
4,Ackley,10,0.25,"(0.5, 0.75)",22,22.098534200821728
4,Ackley,10,0.25,"(0.5, 0.75)",23,22.110644161464784
4,Ackley,10,0.25,"(0.5, 0.75)",24,22.15397495477469
4,Ackley,10,0.25,"(0.5, 0.75)",25,22.12694183537651
4,Ackley,10,0.25,"(0.5, 0.75)",26,22.163369000225835
4,Ackley,10,0.25,"(0.5, 0.75)",27,22.13481209060595
4,Ackley,10,0.25,"(0.5, 0.75)",28,22.110395852951264
4,Ackley,10,0.25,"(0.5, 0.75)",29,22.1850921301191
4,Ackley,10,0.25,"(0.33, 0.66)",0,22.142685287076066
4,Ackley,10,0.25,"(0.33, 0.66)",1,22.15044150991931
4,Ackley,10,0.25,"(0.33, 0.66)",2,22.105935296825454
4,Ackley,10,0.25,"(0.33, 0.66)",3,22.114984806322287
4,Ackley,10,0.25,"(0.33, 0.66)",4,22.177904971710472
4,Ackley,10,0.25,"(0.33, 0.66)",5,22.123511655366393
4,Ackley,10,0.25,"(0.33, 0.66)",6,22.145879340792913
4,Ackley,10,0.25,"(0.33, 0.66)",7,22.176078939653877
4,Ackley,10,0.25,"(0.33, 0.66)",8,22.074759917163384
4,Ackley,10,0.25,"(0.33, 0.66)",9,22.212029094950953
4,Ackley,10,0.25,"(0.33, 0.66)",10,22.214130640598707
4,Ackley,10,0.25,"(0.33, 0.66)",11,22.17286724985828
4,Ackley,10,0.25,"(0.33, 0.66)",12,22.16401867328648
4,Ackley,10,0.25,"(0.33, 0.66)",13,22.161572161731502
4,Ackley,10,0.25,"(0.33, 0.66)",14,22.10830719546288
4,Ackley,10,0.25,"(0.33, 0.66)",15,22.098113287132158
4,Ackley,10,0.25,"(0.33, 0.66)",16,22.11331448980557
4,Ackley,10,0.25,"(0.33, 0.66)",17,22.097626038187872
4,Ackley,10,0.25,"(0.33, 0.66)",18,22.20829228164284
4,Ackley,10,0.25,"(0.33, 0.66)",19,22.11938776335745
4,Ackley,10,0.25,"(0.33, 0.66)",20,22.13595405384048
4,Ackley,10,0.25,"(0.33, 0.66)",21,22.181350918701426
4,Ackley,10,0.25,"(0.33, 0.66)",22,22.132134918179876
4,Ackley,10,0.25,"(0.33, 0.66)",23,22.168780208157074
4,Ackley,10,0.25,"(0.33, 0.66)",24,22.158620672759916
4,Ackley,10,0.25,"(0.33, 0.66)",25,22.15136242345911
4,Ackley,10,0.25,"(0.33, 0.66)",26,22.127621592720633
4,Ackley,10,0.25,"(0.33, 0.66)",27,22.137889093450237
4,Ackley,10,0.25,"(0.33, 0.66)",28,22.165266754204175
4,Ackley,10,0.25,"(0.33, 0.66)",29,22.180030674082932
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",0,22.16395561470362
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",1,22.148260125936627
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",2,22.170014185413727
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",3,22.116345338258643
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",4,22.143823133477316
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",5,22.199686532002875
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",6,22.1473247015092
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",7,22.145314333124634
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",8,22.15469055454896
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",9,22.12486287636266
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",10,22.187301836423064
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",11,22.20940271551448
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",12,22.12269126370948
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",13,22.188421910357597
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",14,22.13940170759649
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",15,22.096197260912383
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",16,22.189623950024803
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",17,22.096077620357523
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",18,22.17792540056143
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",19,22.157272624507108
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",20,22.113167276840596
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",21,22.130619414704192
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",22,22.126306762509987
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",23,22.154989358324467
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",24,22.13327382521552
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",25,22.138701679221246
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",26,22.09170958078482
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",27,22.150424374872035
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",28,22.18910505045711
4,Ackley,10,0.25,"(0.25, 0.5, 0.75)",29,22.101692127709367
