experiment,func,dim,elimination_rate,evolution_points,rep,fopt
4,Ackley,10,0.4,"(0.5,)",0,22.176844416882922
4,Ackley,10,0.4,"(0.5,)",1,22.13331348685131
4,Ackley,10,0.4,"(0.5,)",2,22.11954303604809
4,Ackley,10,0.4,"(0.5,)",3,22.07786748427721
4,Ackley,10,0.4,"(0.5,)",4,22.165886685912074
4,Ackley,10,0.4,"(0.5,)",5,22.11555546086444
4,Ackley,10,0.4,"(0.5,)",6,22.15764300704421
4,Ackley,10,0.4,"(0.5,)",7,22.089205045552273
4,Ackley,10,0.4,"(0.5,)",8,22.216528128361084
4,Ackley,10,0.4,"(0.5,)",9,22.121125107376837
4,Ackley,10,0.4,"(0.5,)",10,22.21464489361606
4,Ackley,10,0.4,"(0.5,)",11,22.042009841098846
4,Ackley,10,0.4,"(0.5,)",12,22.187211316159154
4,Ackley,10,0.4,"(0.5,)",13,22.079108501352877
4,Ackley,10,0.4,"(0.5,)",14,22.022491945552293
4,Ackley,10,0.4,"(0.5,)",15,22.18633611801554
4,Ackley,10,0.4,"(0.5,)",16,22.152045543958472
4,Ackley,10,0.4,"(0.5,)",17,22.143292191299498
4,Ackley,10,0.4,"(0.5,)",18,22.146107636567468
4,Ackley,10,0.4,"(0.5,)",19,22.13354046448777
4,Ackley,10,0.4,"(0.5,)",20,22.173825885977546
4,Ackley,10,0.4,"(0.5,)",21,22.098110598205782
4,Ackley,10,0.4,"(0.5,)",22,22.15093401967946
4,Ackley,10,0.4,"(0.5,)",23,22.130764425768824
4,Ackley,10,0.4,"(0.5,)",24,22.153014501946974
4,Ackley,10,0.4,"(0.5,)",25,22.15264536190815
4,Ackley,10,0.4,"(0.5,)",26,22.13218606364184
4,Ackley,10,0.4,"(0.5,)",27,22.177467079286846
4,Ackley,10,0.4,"(0.5,)",28,22.151768984781643
4,Ackley,10,0.4,"(0.5,)",29,22.13549377393468
4,Ackley,10,0.4,"(0.5, 0.75)",0,22.128859468384366
4,Ackley,10,0.4,"(0.5, 0.75)",1,22.147093621823803
4,Ackley,10,0.4,"(0.5, 0.75)",2,22.17469257783565
4,Ackley,10,0.4,"(0.5, 0.75)",3,22.13149320111179
4,Ackley,10,0.4,"(0.5, 0.75)",4,22.142334273024645
4,Ackley,10,0.4,"(0.5, 0.75)",5,22.11133109305072
4,Ackley,10,0.4,"(0.5, 0.75)",6,22.1970600361952
4,Ackley,10,0.4,"(0.5, 0.75)",7,22.12222005292529
4,Ackley,10,0.4,"(0.5, 0.75)",8,22.175215249861928
4,Ackley,10,0.4,"(0.5, 0.75)",9,22.148378813362093
4,Ackley,10,0.4,"(0.5, 0.75)",10,22.186060534488202
4,Ackley,10,0.4,"(0.5, 0.75)",11,22.156312367744093
4,Ackley,10,0.4,"(0.5, 0.75)",12,22.14522549516434
4,Ackley,10,0.4,"(0.5, 0.75)",13,22.07687520989087
4,Ackley,10,0.4,"(0.5, 0.75)",14,22.126530856886987
4,Ackley,10,0.4,"(0.5, 0.75)",15,22.158664462696006
4,Ackley,10,0.4,"(0.5, 0.75)",16,22.091413003361378
4,Ackley,10,0.4,"(0.5, 0.75)",17,22.148287066612504
4,Ackley,10,0.4,"(0.5, 0.75)",18,22.167453949092064
4,Ackley,10,0.4,"(0.5, 0.75)",19,22.057156814604998
4,Ackley,10,0.4,"(0.5, 0.75)",20,22.144497456475904
4,Ackley,10,0.4,"(0.5, 0.75)",21,22.176641097672903
4,Ackley,10,0.4,"(0.5, 0.75)",22,22.099650149944477
4,Ackley,10,0.4,"(0.5, 0.75)",23,22.127909650459895
4,Ackley,10,0.4,"(0.5, 0.75)",24,22.12815376021854
4,Ackley,10,0.4,"(0.5, 0.75)",25,22.11597476822498
4,Ackley,10,0.4,"(0.5, 0.75)",26,22.13097008441409
4,Ackley,10,0.4,"(0.5, 0.75)",27,22.100255817334606
4,Ackley,10,0.4,"(0.5, 0.75)",28,22.21699871649301
4,Ackley,10,0.4,"(0.5, 0.75)",29,22.08874808215876
4,Ackley,10,0.4,"(0.33, 0.66)",0,22.177894184312017
4,Ackley,10,0.4,"(0.33, 0.66)",1,22.14417292278094
4,Ackley,10,0.4,"(0.33, 0.66)",2,22.19664588669483
4,Ackley,10,0.4,"(0.33, 0.66)",3,22.11399223777749
4,Ackley,10,0.4,"(0.33, 0.66)",4,22.128129466131394
4,Ackley,10,0.4,"(0.33, 0.66)",5,22.18054701504137
4,Ackley,10,0.4,"(0.33, 0.66)",6,22.1603641387107
4,Ackley,10,0.4,"(0.33, 0.66)",7,22.117840460953126
4,Ackley,10,0.4,"(0.33, 0.66)",8,22.095659376068802
4,Ackley,10,0.4,"(0.33, 0.66)",9,22.154154144999357
4,Ackley,10,0.4,"(0.33, 0.66)",10,22.19027179114115
4,Ackley,10,0.4,"(0.33, 0.66)",11,22.099622224429496
4,Ackley,10,0.4,"(0.33, 0.66)",12,22.11041371292799
4,Ackley,10,0.4,"(0.33, 0.66)",13,22.165193801901093
4,Ackley,10,0.4,"(0.33, 0.66)",14,22.170749888534193
4,Ackley,10,0.4,"(0.33, 0.66)",15,22.14248040911894
4,Ackley,10,0.4,"(0.33, 0.66)",16,22.182753185423334
4,Ackley,10,0.4,"(0.33, 0.66)",17,22.174716994438796
4,Ackley,10,0.4,"(0.33, 0.66)",18,22.15033877982595
4,Ackley,10,0.4,"(0.33, 0.66)",19,22.170504830470545
4,Ackley,10,0.4,"(0.33, 0.66)",20,22.141176393073046
4,Ackley,10,0.4,"(0.33, 0.66)",21,22.11022232234499
4,Ackley,10,0.4,"(0.33, 0.66)",22,22.146125278023348
4,Ackley,10,0.4,"(0.33, 0.66)",23,22.14437006610056
4,Ackley,10,0.4,"(0.33, 0.66)",24,22.079728436802785
4,Ackley,10,0.4,"(0.33, 0.66)",25,22.192262496303695
4,Ackley,10,0.4,"(0.33, 0.66)",26,22.099340723892073
4,Ackley,10,0.4,"(0.33, 0.66)",27,22.149981138216415
4,Ackley,10,0.4,"(0.33, 0.66)",28,22.135703397247685
4,Ackley,10,0.4,"(0.33, 0.66)",29,22.15460292135016
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",0,22.163185877622414
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",1,22.159399543692338
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",2,22.161545253595165
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",3,22.188052698359407
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",4,22.134786904089136
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",5,22.07518682162123
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",6,22.149886093309497
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",7,22.105411783560232
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",8,22.14192471089216
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",9,22.035455261265557
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",10,22.178936201141372
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",11,22.11304794202712
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",12,22.108544864060708
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",13,22.166463906781633
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",14,22.12771628506388
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",15,22.118449013884465
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",16,22.09563313269216
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",17,22.15731132890215
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",18,22.189921608037906
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",19,22.165047822352076
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",20,22.144104451128598
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",21,22.123658122760343
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",22,22.12216013145819
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",23,22.136948792706
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",24,22.159187209412842
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",25,22.146536622035057
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",26,22.211997934365918
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",27,22.09899186507747
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",28,22.14596268939394
4,Ackley,10,0.4,"(0.25, 0.5, 0.75)",29,22.156788822236198
4,Ackley,10,0.5,"(0.5,)",0,22.148700404663018
4,Ackley,10,0.5,"(0.5,)",1,22.138963350404364
4,Ackley,10,0.5,"(0.5,)",2,22.16789477389511
4,Ackley,10,0.5,"(0.5,)",3,22.168522713111027
4,Ackley,10,0.5,"(0.5,)",4,22.163603394550172
4,Ackley,10,0.5,"(0.5,)",5,22.13241706222552
4,Ackley,10,0.5,"(0.5,)",6,22.1061474746559
4,Ackley,10,0.5,"(0.5,)",7,22.188297552017154
4,Ackley,10,0.5,"(0.5,)",8,22.135794798416832
4,Ackley,10,0.5,"(0.5,)",9,22.109882983014735
4,Ackley,10,0.5,"(0.5,)",10,22.108080572541784
4,Ackley,10,0.5,"(0.5,)",11,22.114476101550114
4,Ackley,10,0.5,"(0.5,)",12,22.243171311253345
4,Ackley,10,0.5,"(0.5,)",13,22.174801452693956
4,Ackley,10,0.5,"(0.5,)",14,22.125087799777504
4,Ackley,10,0.5,"(0.5,)",15,22.098441300444993
4,Ackley,10,0.5,"(0.5,)",16,22.16773050407487
4,Ackley,10,0.5,"(0.5,)",17,22.146461959041645
4,Ackley,10,0.5,"(0.5,)",18,22.169531761197945
4,Ackley,10,0.5,"(0.5,)",19,22.15708360346858
4,Ackley,10,0.5,"(0.5,)",20,22.17348189947222
4,Ackley,10,0.5,"(0.5,)",21,22.11301481179463
4,Ackley,10,0.5,"(0.5,)",22,22.091587704313078
4,Ackley,10,0.5,"(0.5,)",23,22.11711927021661
4,Ackley,10,0.5,"(0.5,)",24,22.141940017761836
4,Ackley,10,0.5,"(0.5,)",25,22.068369677233342
4,Ackley,10,0.5,"(0.5,)",26,22.095273951507846
4,Ackley,10,0.5,"(0.5,)",27,22.17755836726642
4,Ackley,10,0.5,"(0.5,)",28,22.132997187425058
4,Ackley,10,0.5,"(0.5,)",29,22.08638749748224
4,Ackley,10,0.5,"(0.5, 0.75)",0,22.12662438215903
4,Ackley,10,0.5,"(0.5, 0.75)",1,22.171319860593474
4,Ackley,10,0.5,"(0.5, 0.75)",2,22.170565776367155
4,Ackley,10,0.5,"(0.5, 0.75)",3,22.12976477759971
4,Ackley,10,0.5,"(0.5, 0.75)",4,22.070295942993056
4,Ackley,10,0.5,"(0.5, 0.75)",5,22.237928153922866
4,Ackley,10,0.5,"(0.5, 0.75)",6,22.080609973210564
4,Ackley,10,0.5,"(0.5, 0.75)",7,22.12872408496963
4,Ackley,10,0.5,"(0.5, 0.75)",8,22.123054566040384
4,Ackley,10,0.5,"(0.5, 0.75)",9,22.124437764634262
4,Ackley,10,0.5,"(0.5, 0.75)",10,22.114363249045898
4,Ackley,10,0.5,"(0.5, 0.75)",11,22.089828607923568
4,Ackley,10,0.5,"(0.5, 0.75)",12,22.18525076237806
4,Ackley,10,0.5,"(0.5, 0.75)",13,22.091635758359836
4,Ackley,10,0.5,"(0.5, 0.75)",14,22.15575363954906
4,Ackley,10,0.5,"(0.5, 0.75)",15,22.125484458141912
4,Ackley,10,0.5,"(0.5, 0.75)",16,22.143126226322217
4,Ackley,10,0.5,"(0.5, 0.75)",17,22.09498919903598
4,Ackley,10,0.5,"(0.5, 0.75)",18,22.14917515507051
4,Ackley,10,0.5,"(0.5, 0.75)",19,22.070632715799896
4,Ackley,10,0.5,"(0.5, 0.75)",20,22.150374619183665
4,Ackley,10,0.5,"(0.5, 0.75)",21,22.174017465971755
4,Ackley,10,0.5,"(0.5, 0.75)",22,22.155804488615555
4,Ackley,10,0.5,"(0.5, 0.75)",23,22.130845628016733
4,Ackley,10,0.5,"(0.5, 0.75)",24,22.15387750599344
4,Ackley,10,0.5,"(0.5, 0.75)",25,22.17321093466113
4,Ackley,10,0.5,"(0.5, 0.75)",26,22.102441923991904
4,Ackley,10,0.5,"(0.5, 0.75)",27,22.108252694675393
4,Ackley,10,0.5,"(0.5, 0.75)",28,22.149335505041467
4,Ackley,10,0.5,"(0.5, 0.75)",29,22.167510219733533
4,Ackley,10,0.5,"(0.33, 0.66)",0,22.10532879426897
4,Ackley,10,0.5,"(0.33, 0.66)",1,22.101091260890062
4,Ackley,10,0.5,"(0.33, 0.66)",2,22.14437825880637
4,Ackley,10,0.5,"(0.33, 0.66)",3,22.084167903024216
4,Ackley,10,0.5,"(0.33, 0.66)",4,22.15703833800351
4,Ackley,10,0.5,"(0.33, 0.66)",5,22.086137896804555
4,Ackley,10,0.5,"(0.33, 0.66)",6,22.114502877030827
4,Ackley,10,0.5,"(0.33, 0.66)",7,22.098096282774623
4,Ackley,10,0.5,"(0.33, 0.66)",8,22.139238340793003
4,Ackley,10,0.5,"(0.33, 0.66)",9,22.109961850427563
4,Ackley,10,0.5,"(0.33, 0.66)",10,22.169435779008214
4,Ackley,10,0.5,"(0.33, 0.66)",11,22.10407451115489
4,Ackley,10,0.5,"(0.33, 0.66)",12,22.127360530314093
4,Ackley,10,0.5,"(0.33, 0.66)",13,22.170174209823255
4,Ackley,10,0.5,"(0.33, 0.66)",14,22.173973876266192
4,Ackley,10,0.5,"(0.33, 0.66)",15,22.118076109039084
4,Ackley,10,0.5,"(0.33, 0.66)",16,22.122149315480616
4,Ackley,10,0.5,"(0.33, 0.66)",17,22.053534608180794
4,Ackley,10,0.5,"(0.33, 0.66)",18,22.115613213672134
4,Ackley,10,0.5,"(0.33, 0.66)",19,22.120437750409344
4,Ackley,10,0.5,"(0.33, 0.66)",20,22.170261427610612
4,Ackley,10,0.5,"(0.33, 0.66)",21,22.143668850142546
4,Ackley,10,0.5,"(0.33, 0.66)",22,22.10739033948589
4,Ackley,10,0.5,"(0.33, 0.66)",23,22.16506282089427
4,Ackley,10,0.5,"(0.33, 0.66)",24,22.13256388342053
4,Ackley,10,0.5,"(0.33, 0.66)",25,22.118007918485272
4,Ackley,10,0.5,"(0.33, 0.66)",26,22.11627247959874
4,Ackley,10,0.5,"(0.33, 0.66)",27,22.121115342779028
4,Ackley,10,0.5,"(0.33, 0.66)",28,22.158204976539583
4,Ackley,10,0.5,"(0.33, 0.66)",29,22.11352921793159
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",0,22.14564566706068
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",1,22.05149073757465
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",2,22.122086005587132
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",3,22.15795689414264
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",4,22.18032031933829
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",5,22.146915773148805
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",6,22.08063955254062
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",7,22.166101414471175
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",8,22.139141074968677
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",9,22.121371118895638
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",10,22.199270514751724
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",11,22.081613515727618
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",12,22.145357268261186
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",13,22.140143963406008
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",14,22.19473980408693
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",15,22.015089562321865
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",16,22.143294263991972
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",17,22.16646698235488
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",18,22.170131325691717
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",19,22.224599589433673
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",20,22.073631012848416
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",21,22.178864978326263
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",22,22.172039359960596
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",23,22.140338905252218
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",24,22.195956738999325
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",25,22.037495026675767
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",26,22.150817388614616
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",27,22.16596193329394
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",28,22.15497463121842
4,Ackley,10,0.5,"(0.25, 0.5, 0.75)",29,22.161215536425814
4,Rosenbrock,10,0.1,"(0.5,)",0,6064195.407143727
4,Rosenbrock,10,0.1,"(0.5,)",1,6659614.242816674
4,Rosenbrock,10,0.1,"(0.5,)",2,6864949.269331896
4,Rosenbrock,10,0.1,"(0.5,)",3,6409008.100336432
4,Rosenbrock,10,0.1,"(0.5,)",4,6069927.042135649
4,Rosenbrock,10,0.1,"(0.5,)",5,6316013.996562985
4,Rosenbrock,10,0.1,"(0.5,)",6,5945952.2748271525
4,Rosenbrock,10,0.1,"(0.5,)",7,5731126.207404655
4,Rosenbrock,10,0.1,"(0.5,)",8,6426729.172242358
4,Rosenbrock,10,0.1,"(0.5,)",9,5158860.330736616
4,Rosenbrock,10,0.1,"(0.5,)",10,5681431.397830458
4,Rosenbrock,10,0.1,"(0.5,)",11,5446440.810082989
4,Rosenbrock,10,0.1,"(0.5,)",12,6830947.7439861335
4,Rosenbrock,10,0.1,"(0.5,)",13,6773182.433728889
4,Rosenbrock,10,0.1,"(0.5,)",14,6348253.364431438
4,Rosenbrock,10,0.1,"(0.5,)",15,6823420.309348103
4,Rosenbrock,10,0.1,"(0.5,)",16,5738605.180714497
4,Rosenbrock,10,0.1,"(0.5,)",17,6665277.9728399515
4,Rosenbrock,10,0.1,"(0.5,)",18,6208826.251195601
4,Rosenbrock,10,0.1,"(0.5,)",19,6800396.124316435
4,Rosenbrock,10,0.1,"(0.5,)",20,5225943.180917295
4,Rosenbrock,10,0.1,"(0.5,)",21,6085801.789529038
4,Rosenbrock,10,0.1,"(0.5,)",22,7261335.168167194
4,Rosenbrock,10,0.1,"(0.5,)",23,5493121.152145715
4,Rosenbrock,10,0.1,"(0.5,)",24,5241933.226055846
4,Rosenbrock,10,0.1,"(0.5,)",25,5970897.030133607
4,Rosenbrock,10,0.1,"(0.5,)",26,6019903.2688193
4,Rosenbrock,10,0.1,"(0.5,)",27,5820886.787369653
4,Rosenbrock,10,0.1,"(0.5,)",28,6299001.06790016
4,Rosenbrock,10,0.1,"(0.5,)",29,5746650.946505156
4,Rosenbrock,10,0.1,"(0.5, 0.75)",0,6376359.8021220025
4,Rosenbrock,10,0.1,"(0.5, 0.75)",1,5637765.181568748
4,Rosenbrock,10,0.1,"(0.5, 0.75)",2,7507578.693617385
4,Rosenbrock,10,0.1,"(0.5, 0.75)",3,6831706.262153623
4,Rosenbrock,10,0.1,"(0.5, 0.75)",4,5423364.30026196
4,Rosenbrock,10,0.1,"(0.5, 0.75)",5,5689401.677981491
4,Rosenbrock,10,0.1,"(0.5, 0.75)",6,5352259.172517224
4,Rosenbrock,10,0.1,"(0.5, 0.75)",7,5670638.607137455
4,Rosenbrock,10,0.1,"(0.5, 0.75)",8,4954348.979193419
4,Rosenbrock,10,0.1,"(0.5, 0.75)",9,6461798.691296713
4,Rosenbrock,10,0.1,"(0.5, 0.75)",10,5745372.136878207
4,Rosenbrock,10,0.1,"(0.5, 0.75)",11,5531166.120876569
4,Rosenbrock,10,0.1,"(0.5, 0.75)",12,5702871.788293988
4,Rosenbrock,10,0.1,"(0.5, 0.75)",13,5578750.479168159
4,Rosenbrock,10,0.1,"(0.5, 0.75)",14,6217858.529504101
4,Rosenbrock,10,0.1,"(0.5, 0.75)",15,5752198.578775496
4,Rosenbrock,10,0.1,"(0.5, 0.75)",16,6899990.356161076
4,Rosenbrock,10,0.1,"(0.5, 0.75)",17,5738796.627196338
4,Rosenbrock,10,0.1,"(0.5, 0.75)",18,5778069.534680236
4,Rosenbrock,10,0.1,"(0.5, 0.75)",19,5757202.888389426
4,Rosenbrock,10,0.1,"(0.5, 0.75)",20,6405467.923671266
4,Rosenbrock,10,0.1,"(0.5, 0.75)",21,6115051.692178901
4,Rosenbrock,10,0.1,"(0.5, 0.75)",22,6164238.175870312
4,Rosenbrock,10,0.1,"(0.5, 0.75)",23,5903526.938641361
4,Rosenbrock,10,0.1,"(0.5, 0.75)",24,5874760.128422486
4,Rosenbrock,10,0.1,"(0.5, 0.75)",25,5737986.099854912
4,Rosenbrock,10,0.1,"(0.5, 0.75)",26,5753282.387916698
4,Rosenbrock,10,0.1,"(0.5, 0.75)",27,6848031.164876511
4,Rosenbrock,10,0.1,"(0.5, 0.75)",28,6353356.801777929
4,Rosenbrock,10,0.1,"(0.5, 0.75)",29,6790278.005393829
4,Rosenbrock,10,0.1,"(0.33, 0.66)",0,5599444.818101163
4,Rosenbrock,10,0.1,"(0.33, 0.66)",1,5717006.43317736
4,Rosenbrock,10,0.1,"(0.33, 0.66)",2,6359474.110272384
4,Rosenbrock,10,0.1,"(0.33, 0.66)",3,5697435.76201923
4,Rosenbrock,10,0.1,"(0.33, 0.66)",4,5813621.088261049
4,Rosenbrock,10,0.1,"(0.33, 0.66)",5,6521037.519089159
4,Rosenbrock,10,0.1,"(0.33, 0.66)",6,5407882.734208167
4,Rosenbrock,10,0.1,"(0.33, 0.66)",7,6312181.744521814
4,Rosenbrock,10,0.1,"(0.33, 0.66)",8,6864992.286127536
4,Rosenbrock,10,0.1,"(0.33, 0.66)",9,5592138.688183817
4,Rosenbrock,10,0.1,"(0.33, 0.66)",10,5863266.765794499
4,Rosenbrock,10,0.1,"(0.33, 0.66)",11,5685824.656225035
4,Rosenbrock,10,0.1,"(0.33, 0.66)",12,6002712.007562184
4,Rosenbrock,10,0.1,"(0.33, 0.66)",13,6410800.618831406
4,Rosenbrock,10,0.1,"(0.33, 0.66)",14,6233267.621819928
4,Rosenbrock,10,0.1,"(0.33, 0.66)",15,6208559.324085047
4,Rosenbrock,10,0.1,"(0.33, 0.66)",16,6171662.794923132
4,Rosenbrock,10,0.1,"(0.33, 0.66)",17,6714628.083013799
4,Rosenbrock,10,0.1,"(0.33, 0.66)",18,5572360.27856762
4,Rosenbrock,10,0.1,"(0.33, 0.66)",19,6406374.708072162
4,Rosenbrock,10,0.1,"(0.33, 0.66)",20,5891765.163719639
4,Rosenbrock,10,0.1,"(0.33, 0.66)",21,6198445.537552659
4,Rosenbrock,10,0.1,"(0.33, 0.66)",22,6770366.654761207
4,Rosenbrock,10,0.1,"(0.33, 0.66)",23,6427665.236500485
4,Rosenbrock,10,0.1,"(0.33, 0.66)",24,5629882.389777738
4,Rosenbrock,10,0.1,"(0.33, 0.66)",25,5070274.830139279
4,Rosenbrock,10,0.1,"(0.33, 0.66)",26,6782701.978840264
4,Rosenbrock,10,0.1,"(0.33, 0.66)",27,5692992.644269761
4,Rosenbrock,10,0.1,"(0.33, 0.66)",28,6864294.701251161
4,Rosenbrock,10,0.1,"(0.33, 0.66)",29,5759462.436017931
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",0,5963451.774809587
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",1,6352696.01844959
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",2,5485488.5137324175
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",3,6416119.5477661295
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",4,5578898.579279276
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",5,6315619.811879383
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",6,6221897.575969138
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",7,5729260.361757847
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",8,5988161.742410343
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",9,6168634.536486928
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",10,6610773.727260647
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",11,5524370.266176177
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",12,7314365.509063321
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",13,6390633.921314957
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",14,5931807.700763414
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",15,5643583.932731716
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",16,6369241.190596033
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",17,5507590.21166752
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",18,6176293.954897518
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",19,6879646.105683393
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",20,7219921.2508175885
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",21,6448184.649164675
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",22,6254212.221280087
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",23,6175052.513280062
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",24,6221215.111926214
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",25,6768998.628567064
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",26,5739490.397908141
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",27,6387946.767211768
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",28,6122211.391905819
4,Rosenbrock,10,0.1,"(0.25, 0.5, 0.75)",29,6800304.870777846
4,Rosenbrock,10,0.25,"(0.5,)",0,6349721.231818778
4,Rosenbrock,10,0.25,"(0.5,)",1,5822532.271737335
4,Rosenbrock,10,0.25,"(0.5,)",2,6525939.017637591
4,Rosenbrock,10,0.25,"(0.5,)",3,6363646.236028448
4,Rosenbrock,10,0.25,"(0.5,)",4,5367709.986683123
4,Rosenbrock,10,0.25,"(0.5,)",5,6423236.676084414
4,Rosenbrock,10,0.25,"(0.5,)",6,5753375.634138627
4,Rosenbrock,10,0.25,"(0.5,)",7,6041326.900394302
