strategy,pair,base_algo,evo_algo,func,dim,n_reps,base_mean,evo_mean,improve_pct,evo_wins,base_wins,ties,win_rate,wilcoxon_p,significant_005
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,100,15,21.535213676492056,22.114090433550665,2.6880474266689705,15,0,0,100.0,6.103515625e-05,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,1000,5,21.356747941768013,22.0873450658542,3.4209193556915,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,200,10,21.418222373910474,22.099522129390447,3.180935110235216,10,0,0,100.0,0.001953125,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,2000,3,21.412231167680464,22.08847638848768,3.1582193163874464,3,0,0,100.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,3000,2,21.532214189963604,22.032317199690624,2.3225805080469786,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,4000,2,21.664995317854874,22.06464569086828,1.84468248042518,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,50,20,21.636996277748196,22.15062549222014,2.373847126831407,20,0,0,100.0,1.9073486328125e-06,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,500,5,21.367733334983296,22.083419985599527,3.349380298772764,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,5000,2,21.697044955860562,22.060942772029435,1.6771768547706338,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,100,15,8740.096300027286,8741.076816904968,0.011218604967532908,8,7,0,53.333333333333336,0.389404296875,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,200,10,17226.592423761675,17224.22871924248,-0.013721254099755453,5,5,0,50.0,0.556640625,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,50,20,4400.892005055721,4400.2584367756845,-0.014396360540283723,9,11,0,45.0,0.20244979858398438,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,100,15,3268.528225672207,3261.576605448482,-0.21268349984327836,2,13,0,13.333333333333334,0.012451171875,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,1000,5,29109.966169755517,29109.53341967424,-0.0014866045489453099,1,4,0,20.0,0.3125,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,200,10,6337.6980985074515,6337.65098984277,-0.0007433087526260119,5,5,0,50.0,0.6953125,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,2000,3,57881.35493030282,57883.29476627167,0.0033514004141492492,2,1,0,66.66666666666666,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,3000,2,86021.13959544411,86028.14017521989,0.008138208594655123,1,1,0,50.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,4000,2,114310.4567734591,114314.91250137634,0.003897918040931683,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,50,20,1711.6274719223056,1713.4561988222533,0.10684140853931715,10,10,0,50.0,0.7841262817382812,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,500,5,14779.85184274863,14779.682412667546,-0.0011463584539796153,1,4,0,20.0,0.625,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,5000,2,142458.32504618834,142432.29777746001,-0.01827009317980538,0,2,0,0.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,100,15,54630111.708190724,54630038.65914772,-0.0001337157123115359,9,6,0,60.0,0.846923828125,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,1000,5,463389064.8849098,463443829.07431805,0.011818187686807905,4,1,0,80.0,0.4375,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,200,10,103124528.56873003,103140206.49786988,0.015202909877453218,6,4,0,60.0,0.625,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,2000,3,869247612.9724323,869037289.3809952,-0.024196050503709772,0,3,0,0.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,3000,2,1239722873.845387,1239385157.2331452,-0.027241298790770203,0,2,0,0.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,4000,2,1601610810.9908462,1601826824.5663753,0.013487270068779096,1,1,0,50.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,50,20,28590556.089247297,28580313.2879377,-0.0358258205178772,6,14,0,30.0,0.3299827575683594,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,500,5,243714058.24041504,243705721.84840137,-0.0034205626355150462,2,3,0,40.0,0.8125,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,5000,2,1953961917.8469486,1953906656.3506606,-0.0028281767307396267,1,1,0,50.0,nan,0
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,100,15,3.726719113127506e+17,3.7389354628040806e+17,0.32780441202402877,14,1,0,93.33333333333333,0.0001220703125,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,200,10,8.905104024024446e+19,8.92076331233532e+19,0.17584621435783382,10,0,0,100.0,0.001953125,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,50,20,1544460382804846.5,1547233201559311.5,0.1795331745207585,20,0,0,100.0,1.9073486328125e-06,1
current-to-best1bin,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,500,5,1.2530257290868337e+23,1.2564853484884616e+23,0.27610122612160215,4,1,0,80.0,0.125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,100,15,22.038464384055786,22.171520604488144,0.6037454248791531,15,0,0,100.0,6.103515625e-05,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,1000,5,21.949291370787886,22.161197404367336,0.9654345099335335,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,200,10,21.953281028416214,22.1573011487096,0.9293377150745858,10,0,0,100.0,0.001953125,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,2000,3,21.90054567102072,22.136668196331595,1.0781581831694638,3,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,3000,2,21.563667434577347,22.139990298307886,2.6726569841566237,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,4000,2,21.696596470859426,22.093498174791154,1.8293270304621512,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,50,20,22.073093951668508,22.188633158409765,0.5234391109567286,20,0,0,100.0,1.9073486328125e-06,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,500,5,21.94761009790387,22.1432472958291,0.8913826929334514,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,5000,2,21.72570270016472,22.112141453355903,1.7787169350718053,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,100,15,8565.920689918476,8568.602155483679,0.031303880368157434,10,5,0,66.66666666666666,0.05535888671875,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,200,10,16732.057540605165,16723.826077770987,-0.049195759781493376,2,8,0,20.0,0.064453125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,50,20,4332.10767341113,4330.996752577502,-0.02564388785733074,7,13,0,35.0,0.058258056640625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,100,15,3268.939245656806,3269.6019230890042,0.020271940908002547,5,10,0,33.33333333333333,0.846923828125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,1000,5,29138.03230207167,29138.02210024288,-3.501207180011239e-05,2,3,0,40.0,1.0,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,200,10,6344.19993499377,6344.197927569635,-3.164188006819824e-05,4,6,0,40.0,0.845703125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,2000,3,57929.57599256033,57943.735655981036,0.024442891524922322,3,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,3000,2,86068.11548491748,86094.5555976759,0.030719985687453804,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,4000,2,114374.76422763668,114380.51305935602,0.00502631131802202,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,50,20,1711.4007428417149,1712.1992136185731,0.04665597933143564,9,11,0,45.0,0.7841262817382812,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,500,5,14794.53924205436,14794.53721475739,-1.3703008491810832e-05,3,2,0,60.0,1.0,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,5000,2,142512.25069086358,142540.83638789976,0.02005841385396837,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,100,15,52616803.95826252,52615451.99542574,-0.002569450698396805,7,8,0,46.666666666666664,0.846923828125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,1000,5,422712947.9742657,422659750.85499537,-0.012584691224921571,2,3,0,40.0,0.625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,200,10,98101461.91474606,98481818.87810409,0.3877179360370537,5,5,0,50.0,0.431640625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,2000,3,775822748.1332974,775870948.4175621,0.006212795948643959,2,1,0,66.66666666666666,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,3000,2,1094303115.940483,1110555709.568077,1.4852003426514908,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,4000,2,1399385030.0219135,1433132239.4677372,2.411574278831267,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,50,20,27764812.00991679,27768828.65318396,0.01446666833449103,10,10,0,50.0,0.956329345703125,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,500,5,226905423.53129023,227000486.48482817,0.041895408253576544,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,5000,2,1699574361.5793362,1767633840.916448,4.004501413746169,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,100,15,3.507362018341597e+17,3.519512055367801e+17,0.3464152534772878,15,0,0,100.0,6.103515625e-05,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,200,10,8.126408086905999e+19,8.182450588926933e+19,0.6896343553215791,10,0,0,100.0,0.001953125,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,50,20,1472185536847872.8,1481998819953021.5,0.6665792360764646,20,0,0,100.0,1.9073486328125e-06,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,500,5,1.0966824087560668e+23,1.098959045083418e+23,0.20759303779966243,3,2,0,60.0,0.3125,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,100,15,22.034128689829085,22.1844646372467,0.6822867812649552,15,0,0,100.0,6.103515625e-05,1
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,1000,5,21.941297712620617,22.15998727312036,0.9967029451223106,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,200,10,21.972329805821822,22.187228125557585,0.9780406612994823,10,0,0,100.0,0.001953125,1
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,2000,3,21.921569244123116,22.15386391177425,1.0596625864884528,3,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,3000,2,21.90992625267647,22.149006089907154,1.0911941668515557,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,4000,2,21.90941466516003,22.140270553761873,1.0536835060634806,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,50,20,22.069994570511763,22.18122964385055,0.5040104245762259,20,0,0,100.0,1.9073486328125e-06,1
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,500,5,21.947773314504367,22.161660407780513,0.9745275304752514,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,5000,2,21.912597619812423,22.15204416815449,1.0927346565501153,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,100,15,8146.543018494601,8149.5389890726765,0.036775974438164945,11,4,0,73.33333333333333,0.10699462890625,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,200,10,15582.821648537065,15579.361840127973,-0.022202708130314504,7,3,0,70.0,1.0,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,50,20,4161.670565996322,4160.105177307595,-0.03761443064515872,9,11,0,45.0,0.15364646911621094,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,15,3259.3106226103496,3261.2838911405443,0.06054251216517381,9,6,0,60.0,0.30279541015625,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,5,29126.310254371823,29125.55358527581,-0.0025978886079415834,3,2,0,60.0,0.8125,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,10,6336.63125564698,6336.711421792165,0.0012651224594087279,7,3,0,70.0,0.76953125,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,3,57911.78566871155,57911.57064659148,-0.00037129250564273234,1,2,0,33.33333333333333,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,2,86027.36301720096,86031.64588793849,0.004978498221169264,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,2,114314.06385418148,114319.86604742098,0.00507566002280574,1,1,0,50.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,20,1713.6892572955308,1712.8256597242357,-0.05039405876056684,10,10,0,50.0,0.9272785186767578,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,5,14784.424196097865,14784.72336393406,0.0020235339045064893,2,3,0,40.0,0.8125,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,2,142460.14573842997,142458.4895438425,-0.0011625669613674905,1,1,0,50.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,15,47986687.78786815,48026755.33157219,0.08349720631097632,7,8,0,46.666666666666664,0.803955078125,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,5,348193067.76848793,361314025.7828686,3.7682996098890635,5,0,0,100.0,0.0625,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,10,87336134.89183861,88751492.55925763,1.6205865638224835,9,1,0,90.0,0.009765625,1
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,3,618155929.2741712,667858608.950692,8.040476087462416,3,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,2,859724697.6735848,928660317.1534901,8.0183365287103,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,2,1091605069.4387069,1239822826.0694354,13.577965216572387,2,0,0,100.0,nan,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,20,25826421.53841371,25824113.64158541,-0.008936185080339259,9,11,0,45.0,0.5705966949462891,0
current-to-best1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,5,194451615.14885083,198440396.8431847,2.051297795228138,5,0,0,100.0,0.0625,0
