strategy,variant,base_algo,evo_algo,func,dim,improve_pct,win_rate,n
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,8.0183365287103,100.0,2
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,13.577965216572387,100.0,2
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,-0.008936185080353683,40.0,20
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,2.0512977952281073,80.0,5
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,16.05414597190671,100.0,2
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,100,1.185229977711909,86.66666666666667,15
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,200,1.5267149644049398,90.0,10
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,50,1.4530139343417656,85.0,20
current-to-best1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,500,1.3401226459681497,100.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,100,2.844973042764799,100.0,15
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,1000,3.5648542158732393,100.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,200,3.2760447484319193,100.0,10
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,2000,3.2859737795873087,100.0,3
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,3000,2.5727934117010407,100.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,4000,2.0311740637375495,100.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,50,2.42527185565181,100.0,20
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,500,3.4688580475500728,100.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Ackley,5000,1.910094387558365,100.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Griewank,100,0.011695105954771079,60.0,15
rand1bin,BASE,SMCO,SMCO_EVO,Griewank,200,-0.011739384912800544,50.0,10
rand1bin,BASE,SMCO,SMCO_EVO,Griewank,50,-0.005292701921421372,45.0,20
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,100,-0.21398760849316156,33.33333333333333,15
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,1000,0.0011006072815284572,60.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,200,-0.0012702871257917283,60.0,10
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,2000,0.00420275137817453,66.66666666666666,3
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,3000,0.007297454801431467,50.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,4000,0.005716570369073786,50.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,50,0.10774852319366873,55.00000000000001,20
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,500,-0.001839197339917592,60.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Rastrigin,5000,-0.018797457354756228,0.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,100,0.010865619537083282,46.666666666666664,15
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,1000,0.009161317537176791,80.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,200,0.007393445079980654,60.0,10
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,2000,-0.02344974426545639,0.0,3
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,3000,-0.019211183082322083,0.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,4000,0.010114430581560441,50.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,50,0.8549776856996988,65.0,20
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,500,-0.02009728398265111,20.0,5
rand1bin,BASE,SMCO,SMCO_EVO,Rosenbrock,5000,-0.0071447473376543055,50.0,2
rand1bin,BASE,SMCO,SMCO_EVO,Zakharov,100,0.10731660376718617,60.0,15
rand1bin,BASE,SMCO,SMCO_EVO,Zakharov,200,0.25443655638511625,80.0,10
rand1bin,BASE,SMCO,SMCO_EVO,Zakharov,50,0.18420815671189272,60.0,20
rand1bin,BASE,SMCO,SMCO_EVO,Zakharov,500,-0.013198038966717342,60.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,100,0.7138019949808899,100.0,15
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,1000,1.0421135556771681,100.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,200,1.011820760503889,100.0,10
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,2000,1.2667892911227419,100.0,3
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,3000,2.8424174494603194,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,4000,2.071011294320286,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,50,0.5760318959058635,100.0,20
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,500,0.9891338503682231,100.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Ackley,5000,1.9664788165617164,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Griewank,100,0.03409630310091153,60.0,15
rand1bin,R,SMCO_R,SMCO_R_EVO,Griewank,200,-0.05012563722663749,30.0,10
rand1bin,R,SMCO_R,SMCO_R_EVO,Griewank,50,-0.020986600274819973,55.00000000000001,20
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,100,0.020493003032304977,46.666666666666664,15
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,1000,1.577844360232675e-05,40.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,200,7.050390776210652e-05,60.0,10
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,2000,0.026432254579716274,100.0,3
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,3000,0.030126079124885238,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,4000,0.012324670975739058,50.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,50,0.046797522164602375,50.0,20
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,500,0.00013920657401323276,60.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Rastrigin,5000,0.01942515201609496,50.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,100,0.15722194658273506,46.666666666666664,15
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,1000,-0.005113040098446507,60.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,200,-0.033319012392257104,40.0,10
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,2000,0.7253381027277197,100.0,3
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,3000,0.22869908594826588,50.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,4000,4.236220401262266,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,50,0.8420574955092965,60.0,20
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,500,0.05496476376915144,100.0,5
rand1bin,R,SMCO_R,SMCO_R_EVO,Rosenbrock,5000,3.765975358533877,100.0,2
rand1bin,R,SMCO_R,SMCO_R_EVO,Zakharov,100,0.3167015579398863,80.0,15
rand1bin,R,SMCO_R,SMCO_R_EVO,Zakharov,200,0.2736377615736397,70.0,10
rand1bin,R,SMCO_R,SMCO_R_EVO,Zakharov,50,0.4950790809954921,85.0,20
rand1bin,R,SMCO_R,SMCO_R_EVO,Zakharov,500,0.35142800699040583,80.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,100,0.7703154792631047,100.0,15
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,1000,1.1470687721083193,100.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,200,1.024946609326465,100.0,10
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,2000,1.2163490571010067,100.0,3
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,3000,1.2227563027801387,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,4000,1.239600186934489,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,50,0.6421905569109168,100.0,20
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,500,1.077011103555292,100.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Ackley,5000,1.2427203625108387,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Griewank,100,0.034373633613116746,53.333333333333336,15
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Griewank,200,-0.020329798312946287,70.0,10
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Griewank,50,-0.03470239749089953,45.0,20
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,0.06734671199985726,46.666666666666664,15
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,-3.8013930054240955e-05,40.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,0.009970457797879282,50.0,10
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,0.004962658913860688,33.33333333333333,3
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,0.003583542402762368,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,0.0008374505651630823,50.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,-0.03194781357746697,45.0,20
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,-0.00154676714584957,60.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,-0.0011091132255515081,50.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,0.3378720930081887,60.0,15
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,5.615320787737453,100.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,0.36668919481622,50.0,10
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,10.270268074485564,100.0,3
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,14.455363874257912,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,17.65541408013885,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,1.6217228871831308,60.0,20
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,3.808365370947092,60.0,5
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,19.200097742864145,100.0,2
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,100,0.6181202870070982,80.0,15
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,200,0.8801861582033057,60.0,10
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,50,1.4117930461030517,85.0,20
rand1bin,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,500,0.4989620674785829,60.0,5
sobol,BASE,SMCO,SMCO_EVO,Ackley,100,1.9483975203926671,100.0,15
sobol,BASE,SMCO,SMCO_EVO,Ackley,1000,2.5304248188619747,100.0,5
sobol,BASE,SMCO,SMCO_EVO,Ackley,200,2.364752892949594,100.0,10
sobol,BASE,SMCO,SMCO_EVO,Ackley,2000,2.2191776940456167,100.0,3
sobol,BASE,SMCO,SMCO_EVO,Ackley,3000,1.6113896616711592,100.0,2
sobol,BASE,SMCO,SMCO_EVO,Ackley,4000,1.0490691845267994,100.0,2
sobol,BASE,SMCO,SMCO_EVO,Ackley,50,1.5738337529383635,100.0,20
sobol,BASE,SMCO,SMCO_EVO,Ackley,500,2.4947716793902175,100.0,5
sobol,BASE,SMCO,SMCO_EVO,Ackley,5000,0.8415076556964332,100.0,2
sobol,BASE,SMCO,SMCO_EVO,Griewank,100,0.011330175557785954,66.66666666666666,15
sobol,BASE,SMCO,SMCO_EVO,Griewank,200,-0.014948650056153761,60.0,10
sobol,BASE,SMCO,SMCO_EVO,Griewank,50,-0.004590505741755002,35.0,20
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,100,-0.2137207162972484,40.0,15
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,1000,0.0010583370724345956,40.0,5
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,200,-0.0011718596936857353,40.0,10
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,2000,0.002230718790227936,66.66666666666666,3
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,3000,0.007034598207493051,50.0,2
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,4000,-0.004255155370651995,0.0,2
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,50,0.1088372938711412,50.0,20
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,500,0.0009240165817494764,40.0,5
sobol,BASE,SMCO,SMCO_EVO,Rastrigin,5000,-0.017290666273732373,0.0,2
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,100,0.022430067029125172,53.333333333333336,15
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,1000,0.0003362965712984012,60.0,5
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,200,0.03613301243931665,70.0,10
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,2000,-0.014796107577889388,33.33333333333333,3
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,3000,-0.03645405201349768,0.0,2
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,4000,0.005022856983784921,50.0,2
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,50,-0.03407245672394714,30.0,20
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,500,-0.029132603797618808,40.0,5
sobol,BASE,SMCO,SMCO_EVO,Rosenbrock,5000,0.005888015962069283,50.0,2
sobol,BASE,SMCO,SMCO_EVO,Zakharov,100,-0.01242210347789528,40.0,15
sobol,BASE,SMCO,SMCO_EVO,Zakharov,200,0.02296311166512416,50.0,10
sobol,BASE,SMCO,SMCO_EVO,Zakharov,50,-0.10799960140055695,20.0,20
sobol,BASE,SMCO,SMCO_EVO,Zakharov,500,-0.009546406866675104,60.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,100,0.027547570150824128,53.333333333333336,15
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,1000,0.05681988584514483,60.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,200,0.14756989461666978,80.0,10
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,2000,0.20553125609094192,100.0,3
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,3000,1.7427713085630316,100.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,4000,1.0334726032773478,100.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,50,0.009988464364756124,35.0,20
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,500,0.005256945779493338,40.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Ackley,5000,0.8816123457162733,100.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Griewank,100,0.0345799736813048,60.0,15
sobol,R,SMCO_R,SMCO_R_EVO,Griewank,200,-0.03801734355947146,30.0,10
sobol,R,SMCO_R,SMCO_R_EVO,Griewank,50,-0.004171900779084209,40.0,20
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,100,0.020500742594939832,60.0,15
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,1000,-0.00014445417066648455,40.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,200,-0.00015955879568992478,50.0,10
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,2000,0.02453681516247202,66.66666666666666,3
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,3000,0.028025207122288547,100.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,4000,0.0064687347826157945,50.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,50,0.0466826421496957,55.00000000000001,20
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,500,-0.00011327216260679199,40.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Rastrigin,5000,0.017733494319639696,100.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,100,-0.03252957420013432,53.333333333333336,15
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,1000,-0.01034185888546924,60.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,200,-0.04588019165795381,40.0,10
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,2000,0.032712064691642354,66.66666666666666,3
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,3000,-0.009772683933389127,50.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,4000,0.009249396734418986,50.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,50,-0.1436166803946413,45.0,20
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,500,0.03683154749551641,80.0,5
sobol,R,SMCO_R,SMCO_R_EVO,Rosenbrock,5000,0.00929875004188535,50.0,2
sobol,R,SMCO_R,SMCO_R_EVO,Zakharov,100,-0.05939750052325222,20.0,15
sobol,R,SMCO_R,SMCO_R_EVO,Zakharov,200,-0.033045548865905536,30.0,10
sobol,R,SMCO_R,SMCO_R_EVO,Zakharov,50,0.03259078245896933,50.0,20
sobol,R,SMCO_R,SMCO_R_EVO,Zakharov,500,0.029253477052942727,40.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,100,-0.002735241738151933,46.666666666666664,15
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,1000,-0.004648472552120188,60.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,200,0.02166576593087529,80.0,10
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,2000,0.00303260753882673,66.66666666666666,3
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,3000,0.021286361081204002,50.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,4000,0.08658194525885594,100.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,50,0.012399110247210656,60.0,20
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,500,0.07821148013483907,80.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Ackley,5000,0.11031301635463354,100.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Griewank,100,0.0638164117680849,66.66666666666666,15
sobol,BR,SMCO_BR,SMCO_BR_EVO,Griewank,200,-0.014137677746934706,60.0,10
sobol,BR,SMCO_BR,SMCO_BR_EVO,Griewank,50,-0.0060383908491159375,60.0,20
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,0.04967659675308684,46.666666666666664,15
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,0.0014130168224302287,40.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,0.00953275887556456,50.0,10
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,0.0005223690947254989,33.33333333333333,3
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,-0.005163124184002258,0.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,0.0041967844616071625,50.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,-0.027098754222109233,55.00000000000001,20
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,-0.005159493360637496,40.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,0.0005744621507768696,50.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,-0.05032747332679737,33.33333333333333,15
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,-0.04977598473178082,40.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,-0.09062164077477274,30.0,10
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,0.03592444753257541,66.66666666666666,3
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,0.03672600104215827,100.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,-0.022378458751878338,50.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,-0.19060449944917252,35.0,20
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,-0.07403294716603315,20.0,5
sobol,BR,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,0.01262910576545434,50.0,2
sobol,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,100,0.017420148228216543,53.333333333333336,15
sobol,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,200,0.0007173634260428107,40.0,10
sobol,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,50,0.020391863558822915,55.00000000000001,20
sobol,BR,SMCO_BR,SMCO_BR_EVO,Zakharov,500,0.04254829217720178,40.0,5
