label,algo,baseline_strategy,strategy,baseline_gap,strategy_gap,gap_improvement_vs_baseline,winner
table3_MaximumScore_d10,SMCO_EVO,rand1bin,sobol,0.0406399999999999,0.04056000000000004,7.999999999985796e-05,sobol
table3_MaximumScore_d10,SMCO_R_EVO,rand1bin,current-to-best1bin,0.04028000000000004,0.04079999999999989,-0.0005199999999998539,rand1bin
table3_MaximumScore_d10,SMCO_R_EVO,rand1bin,best1bin,0.04028000000000004,0.04079999999999989,-0.0005199999999998539,rand1bin
table3_MaximumScore_d10,SMCO_R_EVO,rand1bin,sobol,0.04028000000000004,0.04079999999999989,-0.0005199999999998539,rand1bin
table3_MaximumScore_d10,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.045040000000000024,0.044359999999999955,0.0006800000000000694,current-to-best1bin
table3_MaximumScore_d10,SMCO_BR_EVO,rand1bin,best1bin,0.045040000000000024,0.044359999999999955,0.0006800000000000694,best1bin
table3_MaximumScore_d10,SMCO_BR_EVO,rand1bin,sobol,0.045040000000000024,0.044359999999999955,0.0006800000000000694,sobol
table3_MaximumScore_d20,SMCO_EVO,rand1bin,current-to-best1bin,0.03231999999999996,0.031039999999999957,0.0012800000000000034,current-to-best1bin
table3_MaximumScore_d20,SMCO_EVO,rand1bin,best1bin,0.03231999999999996,0.031039999999999957,0.0012800000000000034,best1bin
table3_MaximumScore_d20,SMCO_EVO,rand1bin,sobol,0.03231999999999996,0.031039999999999957,0.0012800000000000034,sobol
table3_MaximumScore_d20,SMCO_R_EVO,rand1bin,current-to-best1bin,0.035679999999999934,0.034959999999999936,0.0007199999999999984,current-to-best1bin
table3_MaximumScore_d20,SMCO_R_EVO,rand1bin,best1bin,0.035679999999999934,0.03520000000000001,0.00047999999999992493,best1bin
table3_MaximumScore_d20,SMCO_R_EVO,rand1bin,sobol,0.035679999999999934,0.034959999999999936,0.0007199999999999984,sobol
table3_MaximumScore_d20,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.04239999999999999,0.04255999999999999,-0.00015999999999999348,rand1bin
table3_MaximumScore_d20,SMCO_BR_EVO,rand1bin,best1bin,0.04239999999999999,0.041599999999999915,0.0008000000000000784,best1bin
table3_MaximumScore_d20,SMCO_BR_EVO,rand1bin,sobol,0.04239999999999999,0.04255999999999999,-0.00015999999999999348,rand1bin
table3_MaximumScore_d5,SMCO_EVO,rand1bin,current-to-best1bin,0.059279999999999944,0.059319999999999984,-4.0000000000040004e-05,rand1bin
table3_MaximumScore_d5,SMCO_EVO,rand1bin,best1bin,0.059279999999999944,0.059319999999999984,-4.0000000000040004e-05,rand1bin
table3_MaximumScore_d5,SMCO_EVO,rand1bin,sobol,0.059279999999999944,0.059319999999999984,-4.0000000000040004e-05,rand1bin
table3_MaximumScore_d5,SMCO_R_EVO,rand1bin,current-to-best1bin,0.058539999999999925,0.05918000000000001,-0.0006400000000000849,rand1bin
table3_MaximumScore_d5,SMCO_R_EVO,rand1bin,best1bin,0.058539999999999925,0.05918000000000001,-0.0006400000000000849,rand1bin
table3_MaximumScore_d5,SMCO_R_EVO,rand1bin,sobol,0.058539999999999925,0.05918000000000001,-0.0006400000000000849,rand1bin
table3_MaximumScore_d5,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.06217999999999996,0.061259999999999926,0.0009200000000000319,current-to-best1bin
table3_MaximumScore_d5,SMCO_BR_EVO,rand1bin,best1bin,0.06217999999999996,0.061259999999999926,0.0009200000000000319,best1bin
table3_MaximumScore_d5,SMCO_BR_EVO,rand1bin,sobol,0.06217999999999996,0.061259999999999926,0.0009200000000000319,sobol
table3_MaximumScore_d50,SMCO_EVO,rand1bin,current-to-best1bin,0.0746,0.07479999999999998,-0.00019999999999997797,rand1bin
table3_MaximumScore_d50,SMCO_EVO,rand1bin,best1bin,0.0746,0.07479999999999998,-0.00019999999999997797,rand1bin
table3_MaximumScore_d50,SMCO_EVO,rand1bin,sobol,0.0746,0.07499999999999996,-0.00039999999999995595,rand1bin
table3_MaximumScore_d50,SMCO_R_EVO,rand1bin,current-to-best1bin,0.07619999999999999,0.07140000000000002,0.004799999999999971,current-to-best1bin
table3_MaximumScore_d50,SMCO_R_EVO,rand1bin,best1bin,0.07619999999999999,0.07140000000000002,0.004799999999999971,best1bin
table3_MaximumScore_d50,SMCO_R_EVO,rand1bin,sobol,0.07619999999999999,0.07160000000000005,0.0045999999999999375,sobol
table3_MaximumScore_d50,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.08039999999999997,0.07739999999999997,0.0030000000000000027,current-to-best1bin
table3_MaximumScore_d50,SMCO_BR_EVO,rand1bin,best1bin,0.08039999999999997,0.07799999999999996,0.0024000000000000132,best1bin
table3_MaximumScore_d50,SMCO_BR_EVO,rand1bin,sobol,0.08039999999999997,0.07859999999999989,0.0018000000000000793,sobol
Ackley_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.23200580025049983,0.22153849604986053,0.010467304200639294,current-to-best1bin
Ackley_10d,SMCO_EVO,rand1bin,best1bin,0.23200580025049983,0.21701870872821766,0.01498709152228217,best1bin
Ackley_10d,SMCO_EVO,rand1bin,sobol,0.23200580025049983,0.2575854255292499,-0.025579625278750073,rand1bin
Ackley_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.0539258372611016,0.05325145086622847,0.0006743863948731332,current-to-best1bin
Ackley_10d,SMCO_R_EVO,rand1bin,best1bin,0.0539258372611016,0.05614266105626466,-0.00221682379516306,rand1bin
Ackley_10d,SMCO_R_EVO,rand1bin,sobol,0.0539258372611016,0.05441530332909998,-0.0004894660679983787,rand1bin
Ackley_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.05614730913770973,0.05425000610701343,0.0018973030306963026,current-to-best1bin
Ackley_10d,SMCO_BR_EVO,rand1bin,best1bin,0.05614730913770973,0.05563570468678005,0.0005116044509296813,best1bin
Ackley_10d,SMCO_BR_EVO,rand1bin,sobol,0.05614730913770973,0.060768130129119594,-0.004620820991409862,rand1bin
Bukin6_2d,SMCO_EVO,rand1bin,current-to-best1bin,0.179632001660024,0.23055424497936014,-0.05092224331933615,rand1bin
Bukin6_2d,SMCO_EVO,rand1bin,best1bin,0.179632001660024,0.17404214941055848,0.00558985224946551,best1bin
Bukin6_2d,SMCO_EVO,rand1bin,sobol,0.179632001660024,0.21369480360650414,-0.03406280194648015,rand1bin
Bukin6_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.109554012191252,0.09916240320112686,0.010391608990125145,current-to-best1bin
Bukin6_2d,SMCO_R_EVO,rand1bin,best1bin,0.109554012191252,0.1194609796106759,-0.009906967419423887,rand1bin
Bukin6_2d,SMCO_R_EVO,rand1bin,sobol,0.109554012191252,0.13234562097398966,-0.022791608782737657,rand1bin
Bukin6_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.12089574503252476,0.11356850108245635,0.00732724395006841,current-to-best1bin
Bukin6_2d,SMCO_BR_EVO,rand1bin,best1bin,0.12089574503252476,0.1067714776622164,0.014124267370308363,best1bin
Bukin6_2d,SMCO_BR_EVO,rand1bin,sobol,0.12089574503252476,0.1275687253398124,-0.006672980307287635,rand1bin
DixonPrice_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.6710605537093445,0.6697306079194487,0.001329945789895759,current-to-best1bin
DixonPrice_10d,SMCO_EVO,rand1bin,best1bin,0.6710605537093445,0.6705761452931539,0.00048440841619057373,best1bin
DixonPrice_10d,SMCO_EVO,rand1bin,sobol,0.6710605537093445,0.6715015054438678,-0.0004409517345232983,rand1bin
DixonPrice_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.6670999103427262,0.6670744885742469,2.5421768479305662e-05,current-to-best1bin
DixonPrice_10d,SMCO_R_EVO,rand1bin,best1bin,0.6670999103427262,0.6670880448025014,1.1865540224809124e-05,best1bin
DixonPrice_10d,SMCO_R_EVO,rand1bin,sobol,0.6670999103427262,0.6340408152397282,0.03305909510299798,sobol
DixonPrice_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.26979573580399324,0.1996116191953349,0.07018411660865834,current-to-best1bin
DixonPrice_10d,SMCO_BR_EVO,rand1bin,best1bin,0.26979573580399324,0.1675724343804392,0.10222330142355404,best1bin
DixonPrice_10d,SMCO_BR_EVO,rand1bin,sobol,0.26979573580399324,0.23965743063341394,0.030138305170579305,sobol
DropWave_2d,SMCO_EVO,rand1bin,current-to-best1bin,0.03699656396934614,0.032577871290662586,0.004418692678683556,current-to-best1bin
DropWave_2d,SMCO_EVO,rand1bin,best1bin,0.03699656396934614,0.029403417818607558,0.007593146150738583,best1bin
DropWave_2d,SMCO_EVO,rand1bin,sobol,0.03699656396934614,0.054958109546223155,-0.017961545576877014,rand1bin
DropWave_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.028789957804015054,0.025593806200987168,0.003196151603027886,current-to-best1bin
DropWave_2d,SMCO_R_EVO,rand1bin,best1bin,0.028789957804015054,0.02562192952389586,0.003168028280119195,best1bin
DropWave_2d,SMCO_R_EVO,rand1bin,sobol,0.028789957804015054,0.04150733393860406,-0.012717376134589009,rand1bin
DropWave_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.025591295542203185,0.028819248150759202,-0.0032279526085560173,rand1bin
DropWave_2d,SMCO_BR_EVO,rand1bin,best1bin,0.025591295542203185,0.03196401260314552,-0.0063727170609423345,rand1bin
DropWave_2d,SMCO_BR_EVO,rand1bin,sobol,0.025591295542203185,0.03834024165290084,-0.012748946110697656,rand1bin
Easom_2d,SMCO_EVO,rand1bin,current-to-best1bin,0.5225186402401767,0.6516651702855855,-0.12914653004540877,rand1bin
Easom_2d,SMCO_EVO,rand1bin,best1bin,0.5225186402401767,0.5991812847340031,-0.07666264449382643,rand1bin
Easom_2d,SMCO_EVO,rand1bin,sobol,0.5225186402401767,0.6562355864334816,-0.13371694619330488,rand1bin
Easom_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.15089415697141584,0.25052495145544007,-0.09963079448402423,rand1bin
Easom_2d,SMCO_R_EVO,rand1bin,best1bin,0.15089415697141584,0.3004927710451233,-0.14959861407370745,rand1bin
Easom_2d,SMCO_R_EVO,rand1bin,sobol,0.15089415697141584,0.3007395121293662,-0.1498453551579504,rand1bin
Easom_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.25142864679696175,0.25160300309934236,-0.00017435630238060718,rand1bin
Easom_2d,SMCO_BR_EVO,rand1bin,best1bin,0.25142864679696175,0.30121779752103794,-0.04978915072407619,rand1bin
Easom_2d,SMCO_BR_EVO,rand1bin,sobol,0.25142864679696175,0.4009970068130496,-0.14956836001608786,rand1bin
Eggholder_2d,SMCO_EVO,rand1bin,current-to-best1bin,126.45148696609203,87.18378122638478,39.26770573970725,current-to-best1bin
Eggholder_2d,SMCO_EVO,rand1bin,best1bin,126.45148696609203,86.2040090125206,40.24747795357143,best1bin
Eggholder_2d,SMCO_EVO,rand1bin,sobol,126.45148696609203,91.51408449011763,34.93740247597441,sobol
Eggholder_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,92.02566937645543,87.27858239295495,4.7470869835004805,current-to-best1bin
Eggholder_2d,SMCO_R_EVO,rand1bin,best1bin,92.02566937645543,82.33455255050058,9.69111682595485,best1bin
Eggholder_2d,SMCO_R_EVO,rand1bin,sobol,92.02566937645543,95.38237249539509,-3.356703118939663,rand1bin
Eggholder_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,82.40106345765935,84.08556037638482,-1.684496918725472,rand1bin
Eggholder_2d,SMCO_BR_EVO,rand1bin,best1bin,82.40106345765935,82.91257565909427,-0.5115122014349254,rand1bin
Eggholder_2d,SMCO_BR_EVO,rand1bin,sobol,82.40106345765935,92.00445465347514,-9.603391195815789,rand1bin
Griewank_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.3033519310919687,0.34022987745720024,-0.03687794636523156,rand1bin
Griewank_10d,SMCO_EVO,rand1bin,best1bin,0.3033519310919687,0.3279517383676453,-0.02459980727567662,rand1bin
Griewank_10d,SMCO_EVO,rand1bin,sobol,0.3033519310919687,0.3948997256861414,-0.09154779459417273,rand1bin
Griewank_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.06904263821733206,0.07577647749173182,-0.006733839274399758,rand1bin
Griewank_10d,SMCO_R_EVO,rand1bin,best1bin,0.06904263821733206,0.0713925694273346,-0.0023499312100025427,rand1bin
Griewank_10d,SMCO_R_EVO,rand1bin,sobol,0.06904263821733206,0.07949295104826899,-0.010450312830936934,rand1bin
Griewank_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.09849467489925919,0.09973449855747887,-0.001239823658219688,rand1bin
Griewank_10d,SMCO_BR_EVO,rand1bin,best1bin,0.09849467489925919,0.0991954552296179,-0.0007007803303587107,rand1bin
Griewank_10d,SMCO_BR_EVO,rand1bin,sobol,0.09849467489925919,0.11751174760025411,-0.019017072700994925,rand1bin
McCormick_2d,SMCO_EVO,rand1bin,current-to-best1bin,1.3406650412051135e-07,2.018388853830544e-07,-6.777238126254304e-08,rand1bin
McCormick_2d,SMCO_EVO,rand1bin,best1bin,1.3406650412051135e-07,1.8516165534165907e-07,-5.1095151221147717e-08,rand1bin
McCormick_2d,SMCO_EVO,rand1bin,sobol,1.3406650412051135e-07,1.6777725786454312e-07,-3.371075374403176e-08,rand1bin
McCormick_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,1.8473053975398557e-08,8.1946742724881e-09,1.0278379702910456e-08,current-to-best1bin
McCormick_2d,SMCO_R_EVO,rand1bin,best1bin,1.8473053975398557e-08,9.586224702928803e-09,8.886829272469754e-09,best1bin
McCormick_2d,SMCO_R_EVO,rand1bin,sobol,1.8473053975398557e-08,1.83098305406304e-08,1.6322343476815604e-10,sobol
McCormick_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,2.590216441333837e-08,1.7763145176985518e-08,8.139019236352851e-09,current-to-best1bin
McCormick_2d,SMCO_BR_EVO,rand1bin,best1bin,2.590216441333837e-08,1.819925210533313e-08,7.702912308005239e-09,best1bin
McCormick_2d,SMCO_BR_EVO,rand1bin,sobol,2.590216441333837e-08,3.371935886065103e-08,-7.817194447312659e-09,rand1bin
Michalewicz_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.5827825604574812,0.6208170233121084,-0.03803446285462719,rand1bin
Michalewicz_10d,SMCO_EVO,rand1bin,best1bin,0.5827825604574812,0.6468258876175739,-0.06404332716009264,rand1bin
Michalewicz_10d,SMCO_EVO,rand1bin,sobol,0.5827825604574812,0.6838003550993221,-0.10101779464184091,rand1bin
Michalewicz_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.6292933939211824,0.6047205336680417,0.02457286025314076,current-to-best1bin
Michalewicz_10d,SMCO_R_EVO,rand1bin,best1bin,0.6292933939211824,0.6214213502980392,0.007872043623143199,best1bin
Michalewicz_10d,SMCO_R_EVO,rand1bin,sobol,0.6292933939211824,0.6403286994723878,-0.011035305551205354,rand1bin
Michalewicz_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.565811468281245,0.6248371001581727,-0.059025631876927775,rand1bin
Michalewicz_10d,SMCO_BR_EVO,rand1bin,best1bin,0.565811468281245,0.6607397781791153,-0.09492830989787038,rand1bin
Michalewicz_10d,SMCO_BR_EVO,rand1bin,sobol,0.565811468281245,0.6820586876156565,-0.11624721933441151,rand1bin
Mishra6_2d,SMCO_EVO,rand1bin,current-to-best1bin,0.0374062480787094,0.042127704839133084,-0.004721456760423681,rand1bin
Mishra6_2d,SMCO_EVO,rand1bin,best1bin,0.0374062480787094,0.04263372620777783,-0.00522747812906843,rand1bin
Mishra6_2d,SMCO_EVO,rand1bin,sobol,0.0374062480787094,0.054883226230952875,-0.017476978152243472,rand1bin
Mishra6_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.041256324375829045,0.04234738301049035,-0.0010910586346613016,rand1bin
Mishra6_2d,SMCO_R_EVO,rand1bin,best1bin,0.041256324375829045,0.04100446772639321,0.0002518566494358332,best1bin
Mishra6_2d,SMCO_R_EVO,rand1bin,sobol,0.041256324375829045,0.030048096859924378,0.011208227515904667,sobol
Mishra6_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.025398300762520698,0.03560212858457268,-0.01020382782205198,rand1bin
Mishra6_2d,SMCO_BR_EVO,rand1bin,best1bin,0.025398300762520698,0.041224897206273425,-0.015826596443752727,rand1bin
Mishra6_2d,SMCO_BR_EVO,rand1bin,sobol,0.025398300762520698,0.04986460301878104,-0.02446630225626034,rand1bin
NegativeSquaredNorm_10d,SMCO_EVO,rand1bin,current-to-best1bin,1.3444469803928433e-05,1.3205130061871495e-05,2.3933974205693834e-07,current-to-best1bin
NegativeSquaredNorm_10d,SMCO_EVO,rand1bin,best1bin,1.3444469803928433e-05,1.3333635421632365e-05,1.1083438229606793e-07,best1bin
NegativeSquaredNorm_10d,SMCO_EVO,rand1bin,sobol,1.3444469803928433e-05,1.564189260253763e-05,-2.1974227986091973e-06,rand1bin
NegativeSquaredNorm_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,1.139290966849092e-06,1.3469424959727096e-06,-2.0765152912361765e-07,rand1bin
NegativeSquaredNorm_10d,SMCO_R_EVO,rand1bin,best1bin,1.139290966849092e-06,1.3279564904153064e-06,-1.886655235662144e-07,rand1bin
NegativeSquaredNorm_10d,SMCO_R_EVO,rand1bin,sobol,1.139290966849092e-06,1.311600155131767e-06,-1.7230918828267512e-07,rand1bin
NegativeSquaredNorm_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,1.2523285991489575e-06,1.2785889915195096e-06,-2.6260392370552103e-08,rand1bin
NegativeSquaredNorm_10d,SMCO_BR_EVO,rand1bin,best1bin,1.2523285991489575e-06,1.332058110058307e-06,-7.972951090934954e-08,rand1bin
NegativeSquaredNorm_10d,SMCO_BR_EVO,rand1bin,sobol,1.2523285991489575e-06,1.4427544107130615e-06,-1.9042581156410408e-07,rand1bin
Qing_10d,SMCO_EVO,rand1bin,current-to-best1bin,51.74610187688796,61.81332345485639,-10.067221577968425,rand1bin
Qing_10d,SMCO_EVO,rand1bin,best1bin,51.74610187688796,54.94016357810999,-3.194061701222026,rand1bin
Qing_10d,SMCO_EVO,rand1bin,sobol,51.74610187688796,60.89990753817742,-9.15380566128946,rand1bin
Qing_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,5.284714274702378,4.989638437053331,0.29507583764904766,current-to-best1bin
Qing_10d,SMCO_R_EVO,rand1bin,best1bin,5.284714274702378,4.717429774179739,0.5672845005226392,best1bin
Qing_10d,SMCO_R_EVO,rand1bin,sobol,5.284714274702378,5.336767336151132,-0.052053061448753546,rand1bin
Qing_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,6.4410446404209525,5.598512360013424,0.8425322804075286,current-to-best1bin
Qing_10d,SMCO_BR_EVO,rand1bin,best1bin,6.4410446404209525,6.027280863902302,0.4137637765186506,best1bin
Qing_10d,SMCO_BR_EVO,rand1bin,sobol,6.4410446404209525,6.261788387702007,0.17925625271894585,sobol
Rastrigin_10d,SMCO_EVO,rand1bin,current-to-best1bin,4.266160078922054,4.01736938505497,0.2487906938670843,current-to-best1bin
Rastrigin_10d,SMCO_EVO,rand1bin,best1bin,4.266160078922054,4.116704092215412,0.14945598670664229,best1bin
Rastrigin_10d,SMCO_EVO,rand1bin,sobol,4.266160078922054,4.123786245999256,0.14237383292279837,sobol
Rastrigin_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,4.0865226710880895,4.036489121409903,0.05003354967818652,current-to-best1bin
Rastrigin_10d,SMCO_R_EVO,rand1bin,best1bin,4.0865226710880895,4.036529634291401,0.049993036796688095,best1bin
Rastrigin_10d,SMCO_R_EVO,rand1bin,sobol,4.0865226710880895,4.1365125017414215,-0.04998983065333196,rand1bin
Rastrigin_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,4.087807746006621,3.739941012374023,0.34786673363259757,current-to-best1bin
Rastrigin_10d,SMCO_BR_EVO,rand1bin,best1bin,4.087807746006621,3.7897910512165653,0.2980166947900553,best1bin
Rastrigin_10d,SMCO_BR_EVO,rand1bin,sobol,4.087807746006621,3.789964727531938,0.29784301847468253,sobol
Rosenbrock_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.7442618752487925,0.7884160847146173,-0.04415420946582482,rand1bin
Rosenbrock_10d,SMCO_EVO,rand1bin,best1bin,0.7442618752487925,0.7854723712610118,-0.041210496012219267,rand1bin
Rosenbrock_10d,SMCO_EVO,rand1bin,sobol,0.7442618752487925,0.8953688585671173,-0.15110698331832484,rand1bin
Rosenbrock_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.14258615322627238,0.1809850604756657,-0.03839890724939332,rand1bin
Rosenbrock_10d,SMCO_R_EVO,rand1bin,best1bin,0.14258615322627238,0.17475932522019358,-0.032173171993921196,rand1bin
Rosenbrock_10d,SMCO_R_EVO,rand1bin,sobol,0.14258615322627238,0.21374990724937604,-0.07116375402310365,rand1bin
Rosenbrock_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.1310302765803011,0.12565696425722048,0.005373312323080637,current-to-best1bin
Rosenbrock_10d,SMCO_BR_EVO,rand1bin,best1bin,0.1310302765803011,0.1273421319995704,0.003688144580730718,best1bin
Rosenbrock_10d,SMCO_BR_EVO,rand1bin,sobol,0.1310302765803011,0.22130369247036175,-0.09027341589006063,rand1bin
Shubert_2d,SMCO_EVO,rand1bin,current-to-best1bin,2.1915650036384307,0.1287358925521005,2.06282911108633,current-to-best1bin
Shubert_2d,SMCO_EVO,rand1bin,best1bin,2.1915650036384307,3.30540561203577,-1.1138406083973393,rand1bin
Shubert_2d,SMCO_EVO,rand1bin,sobol,2.1915650036384307,6.98481490353916,-4.793249899900729,rand1bin
Shubert_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,3.1578265437525204,3.1578271753931517,-6.316406313544576e-07,rand1bin
Shubert_2d,SMCO_R_EVO,rand1bin,best1bin,3.1578265437525204,3.5338517854510485,-0.37602524169852813,rand1bin
Shubert_2d,SMCO_R_EVO,rand1bin,sobol,3.1578265437525204,3.533842163039168,-0.3760156192866475,rand1bin
Shubert_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.00012251655653017224,3.157956001076883,-3.157833484520353,rand1bin
Shubert_2d,SMCO_BR_EVO,rand1bin,best1bin,0.00012251655653017224,3.1579322553753,-3.15780973881877,rand1bin
Shubert_2d,SMCO_BR_EVO,rand1bin,sobol,0.00012251655653017224,7.0224121707320535,-7.022289654175523,rand1bin
SixHumpCamel_2d,SMCO_EVO,rand1bin,current-to-best1bin,6.426376022439229e-07,5.589187537236029e-07,8.371884852031997e-08,current-to-best1bin
SixHumpCamel_2d,SMCO_EVO,rand1bin,best1bin,6.426376022439229e-07,4.036757661474155e-07,2.3896183609650734e-07,best1bin
SixHumpCamel_2d,SMCO_EVO,rand1bin,sobol,6.426376022439229e-07,6.29519808947876e-07,1.3117793296046898e-08,sobol
SixHumpCamel_2d,SMCO_R_EVO,rand1bin,current-to-best1bin,1.9608753509814392e-08,3.056740927043222e-08,-1.095865576061783e-08,rand1bin
SixHumpCamel_2d,SMCO_R_EVO,rand1bin,best1bin,1.9608753509814392e-08,2.034891699587149e-08,-7.401634860570994e-10,rand1bin
SixHumpCamel_2d,SMCO_R_EVO,rand1bin,sobol,1.9608753509814392e-08,2.657910003200925e-08,-6.970346522194859e-09,rand1bin
SixHumpCamel_2d,SMCO_BR_EVO,rand1bin,current-to-best1bin,2.36029029654361e-08,3.136954274118864e-08,-7.766639775752537e-09,rand1bin
SixHumpCamel_2d,SMCO_BR_EVO,rand1bin,best1bin,2.36029029654361e-08,3.4882251531698216e-08,-1.1279348566262115e-08,rand1bin
SixHumpCamel_2d,SMCO_BR_EVO,rand1bin,sobol,2.36029029654361e-08,3.5916988494477664e-08,-1.2314085529041563e-08,rand1bin
SquaredNorm_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.18663748935363955,0.22400876899803812,-0.03737127964439857,rand1bin
SquaredNorm_10d,SMCO_EVO,rand1bin,best1bin,0.18663748935363955,0.20469619668119066,-0.018058707327551105,rand1bin
SquaredNorm_10d,SMCO_EVO,rand1bin,sobol,0.18663748935363955,0.2272610855376449,-0.04062359618400535,rand1bin
SquaredNorm_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.3112560945691545,0.35195566503307774,-0.04069957046392325,rand1bin
SquaredNorm_10d,SMCO_R_EVO,rand1bin,best1bin,0.3112560945691545,0.3245787966935936,-0.01332270212443909,rand1bin
SquaredNorm_10d,SMCO_R_EVO,rand1bin,sobol,0.3112560945691545,0.3700267365296952,-0.058770641960540715,rand1bin
SquaredNorm_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.6225639819748672,0.7047160171227116,-0.08215203514784442,rand1bin
SquaredNorm_10d,SMCO_BR_EVO,rand1bin,best1bin,0.6225639819748672,0.6412766038270199,-0.018712621852152722,rand1bin
SquaredNorm_10d,SMCO_BR_EVO,rand1bin,sobol,0.6225639819748672,0.7542039643776199,-0.13163998240275276,rand1bin
Zakharov_10d,SMCO_EVO,rand1bin,current-to-best1bin,0.03360884764294159,0.03569776326247077,-0.0020889156195291747,rand1bin
Zakharov_10d,SMCO_EVO,rand1bin,best1bin,0.03360884764294159,0.03397716350746377,-0.00036831586452217707,rand1bin
Zakharov_10d,SMCO_EVO,rand1bin,sobol,0.03360884764294159,0.038924488176239135,-0.0053156405332975415,rand1bin
Zakharov_10d,SMCO_R_EVO,rand1bin,current-to-best1bin,0.03149499809980669,0.031213826594587386,0.0002811715052193006,current-to-best1bin
Zakharov_10d,SMCO_R_EVO,rand1bin,best1bin,0.03149499809980669,0.03102450642187151,0.0004704916779351767,best1bin
Zakharov_10d,SMCO_R_EVO,rand1bin,sobol,0.03149499809980669,0.0357818920112059,-0.004286893911399213,rand1bin
Zakharov_10d,SMCO_BR_EVO,rand1bin,current-to-best1bin,0.05997035530587166,0.06024260937656249,-0.0002722540706908347,rand1bin
Zakharov_10d,SMCO_BR_EVO,rand1bin,best1bin,0.05997035530587166,0.05826243683113825,0.001707918474733408,best1bin
Zakharov_10d,SMCO_BR_EVO,rand1bin,sobol,0.05997035530587166,0.06444656901260125,-0.004476213706729591,rand1bin
